year,geography,age_group,sex,raw_education_column,value,age_harmonization_status,category_label_status
2014,新北市,60~64歲,計,itemvalue8,821.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2014,新北市,60~64歲,男,itemvalue8,670.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2014,新北市,60~64歲,女,itemvalue8,151.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2014,新北市,65歲以上,計,itemvalue8,886.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2014,新北市,65歲以上,男,itemvalue8,782.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2014,新北市,65歲以上,女,itemvalue8,104.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,15歲以上總人口,計,itemvalue8,11029.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,15歲以上總人口,男,itemvalue8,8026.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,15歲以上總人口,女,itemvalue8,3003.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,15~19歲,計,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2015,新北市,15~19歲,男,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2015,新北市,15~19歲,女,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2015,新北市,20~24歲,計,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2015,新北市,20~24歲,男,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2015,新北市,20~24歲,女,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2015,新北市,25~29歲,計,itemvalue8,94.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2015,新北市,25~29歲,男,itemvalue8,73.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2015,新北市,25~29歲,女,itemvalue8,21.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2015,新北市,30~34歲,計,itemvalue8,1140.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2015,新北市,30~34歲,男,itemvalue8,818.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2015,新北市,30~34歲,女,itemvalue8,322.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2015,新北市,35~39歲,計,itemvalue8,1877.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2015,新北市,35~39歲,男,itemvalue8,1301.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2015,新北市,35~39歲,女,itemvalue8,576.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2015,新北市,40~44歲,計,itemvalue8,1482.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,40~44歲,男,itemvalue8,959.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,40~44歲,女,itemvalue8,523.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,45~49歲,計,itemvalue8,1608.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,45~49歲,男,itemvalue8,1100.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,45~49歲,女,itemvalue8,508.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,50~54歲,計,itemvalue8,1669.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,50~54歲,男,itemvalue8,1186.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,50~54歲,女,itemvalue8,483.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,55~59歲,計,itemvalue8,1261.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,55~59歲,男,itemvalue8,983.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,55~59歲,女,itemvalue8,278.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,60~64歲,計,itemvalue8,890.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,60~64歲,男,itemvalue8,730.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,60~64歲,女,itemvalue8,160.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,65歲以上,計,itemvalue8,1008.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,65歲以上,男,itemvalue8,876.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2015,新北市,65歲以上,女,itemvalue8,132.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,15歲以上總人口,計,itemvalue8,11628.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,15歲以上總人口,男,itemvalue8,8406.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,15歲以上總人口,女,itemvalue8,3222.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,15~19歲,計,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2016,新北市,15~19歲,男,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2016,新北市,15~19歲,女,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2016,新北市,20~24歲,計,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2016,新北市,20~24歲,男,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2016,新北市,20~24歲,女,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2016,新北市,25~29歲,計,itemvalue8,87.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2016,新北市,25~29歲,男,itemvalue8,66.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2016,新北市,25~29歲,女,itemvalue8,21.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2016,新北市,30~34歲,計,itemvalue8,1068.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2016,新北市,30~34歲,男,itemvalue8,750.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2016,新北市,30~34歲,女,itemvalue8,318.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2016,新北市,35~39歲,計,itemvalue8,1888.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2016,新北市,35~39歲,男,itemvalue8,1315.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2016,新北市,35~39歲,女,itemvalue8,573.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2016,新北市,40~44歲,計,itemvalue8,1691.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,40~44歲,男,itemvalue8,1102.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,40~44歲,女,itemvalue8,589.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,45~49歲,計,itemvalue8,1619.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,45~49歲,男,itemvalue8,1085.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,45~49歲,女,itemvalue8,534.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,50~54歲,計,itemvalue8,1748.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,50~54歲,男,itemvalue8,1232.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,50~54歲,女,itemvalue8,516.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,55~59歲,計,itemvalue8,1363.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,55~59歲,男,itemvalue8,1035.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,55~59歲,女,itemvalue8,328.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,60~64歲,計,itemvalue8,988.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,60~64歲,男,itemvalue8,807.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,60~64歲,女,itemvalue8,181.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,65歲以上,計,itemvalue8,1176.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,65歲以上,男,itemvalue8,1014.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2016,新北市,65歲以上,女,itemvalue8,162.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,15歲以上總人口,計,itemvalue8,12273.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,15歲以上總人口,男,itemvalue8,8846.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,15歲以上總人口,女,itemvalue8,3427.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,15~19歲,計,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2017,新北市,15~19歲,男,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2017,新北市,15~19歲,女,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2017,新北市,20~24歲,計,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2017,新北市,20~24歲,男,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2017,新北市,20~24歲,女,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2017,新北市,25~29歲,計,itemvalue8,89.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2017,新北市,25~29歲,男,itemvalue8,67.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2017,新北市,25~29歲,女,itemvalue8,22.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2017,新北市,30~34歲,計,itemvalue8,919.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2017,新北市,30~34歲,男,itemvalue8,652.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2017,新北市,30~34歲,女,itemvalue8,267.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2017,新北市,35~39歲,計,itemvalue8,1940.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2017,新北市,35~39歲,男,itemvalue8,1346.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2017,新北市,35~39歲,女,itemvalue8,594.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2017,新北市,40~44歲,計,itemvalue8,1868.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,40~44歲,男,itemvalue8,1226.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,40~44歲,女,itemvalue8,642.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,45~49歲,計,itemvalue8,1669.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,45~49歲,男,itemvalue8,1078.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,45~49歲,女,itemvalue8,591.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,50~54歲,計,itemvalue8,1811.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,50~54歲,男,itemvalue8,1281.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,50~54歲,女,itemvalue8,530.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,55~59歲,計,itemvalue8,1514.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,55~59歲,男,itemvalue8,1138.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,55~59歲,女,itemvalue8,376.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,60~64歲,計,itemvalue8,1094.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,60~64歲,男,itemvalue8,878.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,60~64歲,女,itemvalue8,216.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,65歲以上,計,itemvalue8,1369.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,65歲以上,男,itemvalue8,1180.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2017,新北市,65歲以上,女,itemvalue8,189.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,15歲以上總人口,計,itemvalue8,12923.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,15歲以上總人口,男,itemvalue8,9242.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,15歲以上總人口,女,itemvalue8,3681.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,15~19歲,計,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2018,新北市,15~19歲,男,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2018,新北市,15~19歲,女,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2018,新北市,20~24歲,計,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2018,新北市,20~24歲,男,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2018,新北市,20~24歲,女,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2018,新北市,25~29歲,計,itemvalue8,70.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2018,新北市,25~29歲,男,itemvalue8,49.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2018,新北市,25~29歲,女,itemvalue8,21.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2018,新北市,30~34歲,計,itemvalue8,824.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2018,新北市,30~34歲,男,itemvalue8,577.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2018,新北市,30~34歲,女,itemvalue8,247.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2018,新北市,35~39歲,計,itemvalue8,1966.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2018,新北市,35~39歲,男,itemvalue8,1350.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2018,新北市,35~39歲,女,itemvalue8,616.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2018,新北市,40~44歲,計,itemvalue8,2026.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,40~44歲,男,itemvalue8,1352.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,40~44歲,女,itemvalue8,674.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,45~49歲,計,itemvalue8,1721.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,45~49歲,男,itemvalue8,1091.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,45~49歲,女,itemvalue8,630.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,50~54歲,計,itemvalue8,1901.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,50~54歲,男,itemvalue8,1307.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,50~54歲,女,itemvalue8,594.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,55~59歲,計,itemvalue8,1643.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,55~59歲,男,itemvalue8,1228.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,55~59歲,女,itemvalue8,415.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,60~64歲,計,itemvalue8,1191.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,60~64歲,男,itemvalue8,938.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,60~64歲,女,itemvalue8,253.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,65歲以上,計,itemvalue8,1581.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,65歲以上,男,itemvalue8,1350.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2018,新北市,65歲以上,女,itemvalue8,231.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,15歲以上總人口,計,itemvalue8,13601.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,15歲以上總人口,男,itemvalue8,9690.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,15歲以上總人口,女,itemvalue8,3911.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,15~19歲,計,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2019,新北市,15~19歲,男,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2019,新北市,15~19歲,女,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2019,新北市,20~24歲,計,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2019,新北市,20~24歲,男,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2019,新北市,20~24歲,女,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2019,新北市,25~29歲,計,itemvalue8,67.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2019,新北市,25~29歲,男,itemvalue8,48.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2019,新北市,25~29歲,女,itemvalue8,19.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2019,新北市,30~34歲,計,itemvalue8,749.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2019,新北市,30~34歲,男,itemvalue8,534.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2019,新北市,30~34歲,女,itemvalue8,215.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2019,新北市,35~39歲,計,itemvalue8,1904.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2019,新北市,35~39歲,男,itemvalue8,1285.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2019,新北市,35~39歲,女,itemvalue8,619.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2019,新北市,40~44歲,計,itemvalue8,2272.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,40~44歲,男,itemvalue8,1552.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,40~44歲,女,itemvalue8,720.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,45~49歲,計,itemvalue8,1735.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,45~49歲,男,itemvalue8,1107.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,45~49歲,女,itemvalue8,628.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,50~54歲,計,itemvalue8,1955.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,50~54歲,男,itemvalue8,1313.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,50~54歲,女,itemvalue8,642.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,55~59歲,計,itemvalue8,1800.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,55~59歲,男,itemvalue8,1298.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,55~59歲,女,itemvalue8,502.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,60~64歲,計,itemvalue8,1321.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,60~64歲,男,itemvalue8,1039.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,60~64歲,女,itemvalue8,282.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,65歲以上,計,itemvalue8,1798.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,65歲以上,男,itemvalue8,1514.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2019,新北市,65歲以上,女,itemvalue8,284.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,15歲以上總人口,計,itemvalue8,14036.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,15歲以上總人口,男,itemvalue8,9968.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,15歲以上總人口,女,itemvalue8,4068.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,15~19歲,計,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2020,新北市,15~19歲,男,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2020,新北市,15~19歲,女,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2020,新北市,20~24歲,計,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2020,新北市,20~24歲,男,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2020,新北市,20~24歲,女,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2020,新北市,25~29歲,計,itemvalue8,69.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2020,新北市,25~29歲,男,itemvalue8,55.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2020,新北市,25~29歲,女,itemvalue8,14.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2020,新北市,30~34歲,計,itemvalue8,632.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2020,新北市,30~34歲,男,itemvalue8,455.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2020,新北市,30~34歲,女,itemvalue8,177.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2020,新北市,35~39歲,計,itemvalue8,1807.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2020,新北市,35~39歲,男,itemvalue8,1231.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2020,新北市,35~39歲,女,itemvalue8,576.0,Proxy; includes 36-39,raw header only; named education-degree label unavailable in source CSV
2020,新北市,40~44歲,計,itemvalue8,2411.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,40~44歲,男,itemvalue8,1655.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,40~44歲,女,itemvalue8,756.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,45~49歲,計,itemvalue8,1764.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,45~49歲,男,itemvalue8,1113.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,45~49歲,女,itemvalue8,651.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,50~54歲,計,itemvalue8,2004.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,50~54歲,男,itemvalue8,1328.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,50~54歲,女,itemvalue8,676.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,55~59歲,計,itemvalue8,1932.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,55~59歲,男,itemvalue8,1367.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,55~59歲,女,itemvalue8,565.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,60~64歲,計,itemvalue8,1435.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,60~64歲,男,itemvalue8,1102.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,60~64歲,女,itemvalue8,333.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,65歲以上,計,itemvalue8,1982.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,65歲以上,男,itemvalue8,1662.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2020,新北市,65歲以上,女,itemvalue8,320.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2021,新北市,15歲以上總人口,計,itemvalue8,14040.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2021,新北市,15歲以上總人口,男,itemvalue8,9930.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2021,新北市,15歲以上總人口,女,itemvalue8,4110.0,Outside youth target or total,raw header only; named education-degree label unavailable in source CSV
2021,新北市,15~19歲,計,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2021,新北市,15~19歲,男,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2021,新北市,15~19歲,女,itemvalue8,0.0,Proxy; includes 15-17 and misses age 18-only separation,raw header only; named education-degree label unavailable in source CSV
2021,新北市,20~24歲,計,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2021,新北市,20~24歲,男,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2021,新北市,20~24歲,女,itemvalue8,0.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2021,新北市,25~29歲,計,itemvalue8,56.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2021,新北市,25~29歲,男,itemvalue8,41.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2021,新北市,25~29歲,女,itemvalue8,15.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2021,新北市,30~34歲,計,itemvalue8,553.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2021,新北市,30~34歲,男,itemvalue8,399.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
2021,新北市,30~34歲,女,itemvalue8,154.0,Partial subset of 18-35,raw header only; named education-degree label unavailable in source CSV
