period,roc_year,year,month,area,sex,age,population,age_scope
109年 5月,109,2020,5.0,臺南市,女,9,6356,single age
109年 5月,109,2020,5.0,高雄市,性別總計,9,18821,single age
109年 5月,109,2020,5.0,高雄市,男,9,9732,single age
109年 5月,109,2020,5.0,高雄市,女,9,9089,single age
109年 5月,109,2020,5.0,宜蘭縣,性別總計,9,3330,single age
109年 5月,109,2020,5.0,宜蘭縣,男,9,1720,single age
109年 5月,109,2020,5.0,宜蘭縣,女,9,1610,single age
109年 5月,109,2020,5.0,新竹縣,性別總計,9,5656,single age
109年 5月,109,2020,5.0,新竹縣,男,9,2994,single age
109年 5月,109,2020,5.0,新竹縣,女,9,2662,single age
109年 5月,109,2020,5.0,苗栗縣,性別總計,9,4156,single age
109年 5月,109,2020,5.0,苗栗縣,男,9,2154,single age
109年 5月,109,2020,5.0,苗栗縣,女,9,2002,single age
109年 5月,109,2020,5.0,彰化縣,性別總計,9,9137,single age
109年 5月,109,2020,5.0,彰化縣,男,9,4783,single age
109年 5月,109,2020,5.0,彰化縣,女,9,4354,single age
109年 5月,109,2020,5.0,南投縣,性別總計,9,3366,single age
109年 5月,109,2020,5.0,南投縣,男,9,1750,single age
109年 5月,109,2020,5.0,南投縣,女,9,1616,single age
109年 5月,109,2020,5.0,雲林縣,性別總計,9,4626,single age
109年 5月,109,2020,5.0,雲林縣,男,9,2398,single age
109年 5月,109,2020,5.0,雲林縣,女,9,2228,single age
109年 5月,109,2020,5.0,嘉義縣,性別總計,9,2791,single age
109年 5月,109,2020,5.0,嘉義縣,男,9,1436,single age
109年 5月,109,2020,5.0,嘉義縣,女,9,1355,single age
109年 5月,109,2020,5.0,屏東縣,性別總計,9,5207,single age
109年 5月,109,2020,5.0,屏東縣,男,9,2770,single age
109年 5月,109,2020,5.0,屏東縣,女,9,2437,single age
109年 5月,109,2020,5.0,臺東縣,性別總計,9,1600,single age
109年 5月,109,2020,5.0,臺東縣,男,9,820,single age
109年 5月,109,2020,5.0,臺東縣,女,9,780,single age
109年 5月,109,2020,5.0,花蓮縣,性別總計,9,2360,single age
109年 5月,109,2020,5.0,花蓮縣,男,9,1255,single age
109年 5月,109,2020,5.0,花蓮縣,女,9,1105,single age
109年 5月,109,2020,5.0,澎湖縣,性別總計,9,571,single age
109年 5月,109,2020,5.0,澎湖縣,男,9,286,single age
109年 5月,109,2020,5.0,澎湖縣,女,9,285,single age
109年 5月,109,2020,5.0,基隆市,性別總計,9,2278,single age
109年 5月,109,2020,5.0,基隆市,男,9,1163,single age
109年 5月,109,2020,5.0,基隆市,女,9,1115,single age
109年 5月,109,2020,5.0,新竹市,性別總計,9,4651,single age
109年 5月,109,2020,5.0,新竹市,男,9,2426,single age
109年 5月,109,2020,5.0,新竹市,女,9,2225,single age
109年 5月,109,2020,5.0,嘉義市,性別總計,9,2267,single age
109年 5月,109,2020,5.0,嘉義市,男,9,1177,single age
109年 5月,109,2020,5.0,嘉義市,女,9,1090,single age
109年 5月,109,2020,5.0,金門縣,性別總計,9,709,single age
109年 5月,109,2020,5.0,金門縣,男,9,377,single age
109年 5月,109,2020,5.0,金門縣,女,9,332,single age
109年 5月,109,2020,5.0,連江縣,性別總計,9,84,single age
109年 5月,109,2020,5.0,連江縣,男,9,45,single age
109年 5月,109,2020,5.0,連江縣,女,9,39,single age
109年 6月,109,2020,6.0,區域別總計,性別總計,9,180966,single age
109年 6月,109,2020,6.0,區域別總計,男,9,94078,single age
109年 6月,109,2020,6.0,區域別總計,女,9,86888,single age
109年 6月,109,2020,6.0,新北市,性別總計,9,30125,single age
109年 6月,109,2020,6.0,新北市,男,9,15569,single age
109年 6月,109,2020,6.0,新北市,女,9,14556,single age
109年 6月,109,2020,6.0,臺北市,性別總計,9,20854,single age
109年 6月,109,2020,6.0,臺北市,男,9,10871,single age
109年 6月,109,2020,6.0,臺北市,女,9,9983,single age
109年 6月,109,2020,6.0,桃園市,性別總計,9,19603,single age
109年 6月,109,2020,6.0,桃園市,男,9,10116,single age
109年 6月,109,2020,6.0,桃園市,女,9,9487,single age
109年 6月,109,2020,6.0,臺中市,性別總計,9,23996,single age
109年 6月,109,2020,6.0,臺中市,男,9,12534,single age
109年 6月,109,2020,6.0,臺中市,女,9,11462,single age
109年 6月,109,2020,6.0,臺南市,性別總計,9,13506,single age
109年 6月,109,2020,6.0,臺南市,男,9,7070,single age
109年 6月,109,2020,6.0,臺南市,女,9,6436,single age
109年 6月,109,2020,6.0,高雄市,性別總計,9,19277,single age
109年 6月,109,2020,6.0,高雄市,男,9,9993,single age
109年 6月,109,2020,6.0,高雄市,女,9,9284,single age
109年 6月,109,2020,6.0,宜蘭縣,性別總計,9,3325,single age
109年 6月,109,2020,6.0,宜蘭縣,男,9,1708,single age
109年 6月,109,2020,6.0,宜蘭縣,女,9,1617,single age
109年 6月,109,2020,6.0,新竹縣,性別總計,9,5741,single age
109年 6月,109,2020,6.0,新竹縣,男,9,3036,single age
109年 6月,109,2020,6.0,新竹縣,女,9,2705,single age
109年 6月,109,2020,6.0,苗栗縣,性別總計,9,4265,single age
109年 6月,109,2020,6.0,苗栗縣,男,9,2214,single age
109年 6月,109,2020,6.0,苗栗縣,女,9,2051,single age
109年 6月,109,2020,6.0,彰化縣,性別總計,9,9288,single age
109年 6月,109,2020,6.0,彰化縣,男,9,4872,single age
109年 6月,109,2020,6.0,彰化縣,女,9,4416,single age
109年 6月,109,2020,6.0,南投縣,性別總計,9,3374,single age
109年 6月,109,2020,6.0,南投縣,男,9,1748,single age
109年 6月,109,2020,6.0,南投縣,女,9,1626,single age
109年 6月,109,2020,6.0,雲林縣,性別總計,9,4663,single age
109年 6月,109,2020,6.0,雲林縣,男,9,2401,single age
109年 6月,109,2020,6.0,雲林縣,女,9,2262,single age
109年 6月,109,2020,6.0,嘉義縣,性別總計,9,2860,single age
109年 6月,109,2020,6.0,嘉義縣,男,9,1459,single age
109年 6月,109,2020,6.0,嘉義縣,女,9,1401,single age
109年 6月,109,2020,6.0,屏東縣,性別總計,9,5258,single age
109年 6月,109,2020,6.0,屏東縣,男,9,2770,single age
109年 6月,109,2020,6.0,屏東縣,女,9,2488,single age
109年 6月,109,2020,6.0,臺東縣,性別總計,9,1606,single age
109年 6月,109,2020,6.0,臺東縣,男,9,815,single age
109年 6月,109,2020,6.0,臺東縣,女,9,791,single age
109年 6月,109,2020,6.0,花蓮縣,性別總計,9,2396,single age
109年 6月,109,2020,6.0,花蓮縣,男,9,1276,single age
109年 6月,109,2020,6.0,花蓮縣,女,9,1120,single age
109年 6月,109,2020,6.0,澎湖縣,性別總計,9,580,single age
109年 6月,109,2020,6.0,澎湖縣,男,9,289,single age
109年 6月,109,2020,6.0,澎湖縣,女,9,291,single age
109年 6月,109,2020,6.0,基隆市,性別總計,9,2296,single age
109年 6月,109,2020,6.0,基隆市,男,9,1180,single age
109年 6月,109,2020,6.0,基隆市,女,9,1116,single age
109年 6月,109,2020,6.0,新竹市,性別總計,9,4788,single age
109年 6月,109,2020,6.0,新竹市,男,9,2497,single age
109年 6月,109,2020,6.0,新竹市,女,9,2291,single age
109年 6月,109,2020,6.0,嘉義市,性別總計,9,2358,single age
109年 6月,109,2020,6.0,嘉義市,男,9,1230,single age
109年 6月,109,2020,6.0,嘉義市,女,9,1128,single age
109年 6月,109,2020,6.0,金門縣,性別總計,9,722,single age
109年 6月,109,2020,6.0,金門縣,男,9,386,single age
109年 6月,109,2020,6.0,金門縣,女,9,336,single age
109年 6月,109,2020,6.0,連江縣,性別總計,9,85,single age
109年 6月,109,2020,6.0,連江縣,男,9,44,single age
109年 6月,109,2020,6.0,連江縣,女,9,41,single age
109年 7月,109,2020,7.0,區域別總計,性別總計,9,184639,single age
109年 7月,109,2020,7.0,區域別總計,男,9,95898,single age
109年 7月,109,2020,7.0,區域別總計,女,9,88741,single age
109年 7月,109,2020,7.0,新北市,性別總計,9,30760,single age
109年 7月,109,2020,7.0,新北市,男,9,15880,single age
109年 7月,109,2020,7.0,新北市,女,9,14880,single age
109年 7月,109,2020,7.0,臺北市,性別總計,9,21253,single age
109年 7月,109,2020,7.0,臺北市,男,9,11074,single age
109年 7月,109,2020,7.0,臺北市,女,9,10179,single age
109年 7月,109,2020,7.0,桃園市,性別總計,9,20010,single age
109年 7月,109,2020,7.0,桃園市,男,9,10299,single age
109年 7月,109,2020,7.0,桃園市,女,9,9711,single age
109年 7月,109,2020,7.0,臺中市,性別總計,9,24388,single age
109年 7月,109,2020,7.0,臺中市,男,9,12699,single age
109年 7月,109,2020,7.0,臺中市,女,9,11689,single age
109年 7月,109,2020,7.0,臺南市,性別總計,9,13822,single age
109年 7月,109,2020,7.0,臺南市,男,9,7253,single age
109年 7月,109,2020,7.0,臺南市,女,9,6569,single age
109年 7月,109,2020,7.0,高雄市,性別總計,9,19696,single age
109年 7月,109,2020,7.0,高雄市,男,9,10226,single age
109年 7月,109,2020,7.0,高雄市,女,9,9470,single age
109年 7月,109,2020,7.0,宜蘭縣,性別總計,9,3403,single age
109年 7月,109,2020,7.0,宜蘭縣,男,9,1760,single age
109年 7月,109,2020,7.0,宜蘭縣,女,9,1643,single age
109年 7月,109,2020,7.0,新竹縣,性別總計,9,5835,single age
109年 7月,109,2020,7.0,新竹縣,男,9,3100,single age
109年 7月,109,2020,7.0,新竹縣,女,9,2735,single age
109年 7月,109,2020,7.0,苗栗縣,性別總計,9,4383,single age
109年 7月,109,2020,7.0,苗栗縣,男,9,2264,single age
109年 7月,109,2020,7.0,苗栗縣,女,9,2119,single age
109年 7月,109,2020,7.0,彰化縣,性別總計,9,9635,single age
109年 7月,109,2020,7.0,彰化縣,男,9,5013,single age
109年 7月,109,2020,7.0,彰化縣,女,9,4622,single age
109年 7月,109,2020,7.0,南投縣,性別總計,9,3453,single age
109年 7月,109,2020,7.0,南投縣,男,9,1782,single age
109年 7月,109,2020,7.0,南投縣,女,9,1671,single age
109年 7月,109,2020,7.0,雲林縣,性別總計,9,4735,single age
109年 7月,109,2020,7.0,雲林縣,男,9,2432,single age
109年 7月,109,2020,7.0,雲林縣,女,9,2303,single age
109年 7月,109,2020,7.0,嘉義縣,性別總計,9,2897,single age
109年 7月,109,2020,7.0,嘉義縣,男,9,1484,single age
109年 7月,109,2020,7.0,嘉義縣,女,9,1413,single age
109年 7月,109,2020,7.0,屏東縣,性別總計,9,5352,single age
109年 7月,109,2020,7.0,屏東縣,男,9,2806,single age
109年 7月,109,2020,7.0,屏東縣,女,9,2546,single age
109年 7月,109,2020,7.0,臺東縣,性別總計,9,1647,single age
109年 7月,109,2020,7.0,臺東縣,男,9,840,single age
109年 7月,109,2020,7.0,臺東縣,女,9,807,single age
109年 7月,109,2020,7.0,花蓮縣,性別總計,9,2397,single age
109年 7月,109,2020,7.0,花蓮縣,男,9,1283,single age
109年 7月,109,2020,7.0,花蓮縣,女,9,1114,single age
109年 7月,109,2020,7.0,澎湖縣,性別總計,9,585,single age
109年 7月,109,2020,7.0,澎湖縣,男,9,292,single age
109年 7月,109,2020,7.0,澎湖縣,女,9,293,single age
109年 7月,109,2020,7.0,基隆市,性別總計,9,2342,single age
109年 7月,109,2020,7.0,基隆市,男,9,1212,single age
109年 7月,109,2020,7.0,基隆市,女,9,1130,single age
109年 7月,109,2020,7.0,新竹市,性別總計,9,4855,single age
109年 7月,109,2020,7.0,新竹市,男,9,2522,single age
109年 7月,109,2020,7.0,新竹市,女,9,2333,single age
109年 7月,109,2020,7.0,嘉義市,性別總計,9,2384,single age
109年 7月,109,2020,7.0,嘉義市,男,9,1249,single age
109年 7月,109,2020,7.0,嘉義市,女,9,1135,single age
109年 7月,109,2020,7.0,金門縣,性別總計,9,725,single age
109年 7月,109,2020,7.0,金門縣,男,9,384,single age
109年 7月,109,2020,7.0,金門縣,女,9,341,single age
109年 7月,109,2020,7.0,連江縣,性別總計,9,82,single age
109年 7月,109,2020,7.0,連江縣,男,9,44,single age
109年 7月,109,2020,7.0,連江縣,女,9,38,single age
109年 8月,109,2020,8.0,區域別總計,性別總計,9,187501,single age
109年 8月,109,2020,8.0,區域別總計,男,9,97352,single age
109年 8月,109,2020,8.0,區域別總計,女,9,90149,single age
109年 8月,109,2020,8.0,新北市,性別總計,9,31360,single age
109年 8月,109,2020,8.0,新北市,男,9,16152,single age
109年 8月,109,2020,8.0,新北市,女,9,15208,single age
109年 8月,109,2020,8.0,臺北市,性別總計,9,21594,single age
109年 8月,109,2020,8.0,臺北市,男,9,11247,single age
109年 8月,109,2020,8.0,臺北市,女,9,10347,single age
109年 8月,109,2020,8.0,桃園市,性別總計,9,20446,single age
109年 8月,109,2020,8.0,桃園市,男,9,10526,single age
109年 8月,109,2020,8.0,桃園市,女,9,9920,single age
109年 8月,109,2020,8.0,臺中市,性別總計,9,24760,single age
109年 8月,109,2020,8.0,臺中市,男,9,12876,single age
109年 8月,109,2020,8.0,臺中市,女,9,11884,single age
109年 8月,109,2020,8.0,臺南市,性別總計,9,13954,single age
109年 8月,109,2020,8.0,臺南市,男,9,7360,single age
109年 8月,109,2020,8.0,臺南市,女,9,6594,single age
109年 8月,109,2020,8.0,高雄市,性別總計,9,20089,single age
109年 8月,109,2020,8.0,高雄市,男,9,10447,single age
109年 8月,109,2020,8.0,高雄市,女,9,9642,single age
109年 8月,109,2020,8.0,宜蘭縣,性別總計,9,3429,single age
109年 8月,109,2020,8.0,宜蘭縣,男,9,1791,single age
109年 8月,109,2020,8.0,宜蘭縣,女,9,1638,single age
109年 8月,109,2020,8.0,新竹縣,性別總計,9,5920,single age
109年 8月,109,2020,8.0,新竹縣,男,9,3130,single age
109年 8月,109,2020,8.0,新竹縣,女,9,2790,single age
109年 8月,109,2020,8.0,苗栗縣,性別總計,9,4442,single age
109年 8月,109,2020,8.0,苗栗縣,男,9,2274,single age
109年 8月,109,2020,8.0,苗栗縣,女,9,2168,single age
109年 8月,109,2020,8.0,彰化縣,性別總計,9,9759,single age
109年 8月,109,2020,8.0,彰化縣,男,9,5090,single age
109年 8月,109,2020,8.0,彰化縣,女,9,4669,single age
109年 8月,109,2020,8.0,南投縣,性別總計,9,3481,single age
109年 8月,109,2020,8.0,南投縣,男,9,1787,single age
109年 8月,109,2020,8.0,南投縣,女,9,1694,single age
109年 8月,109,2020,8.0,雲林縣,性別總計,9,4795,single age
109年 8月,109,2020,8.0,雲林縣,男,9,2464,single age
109年 8月,109,2020,8.0,雲林縣,女,9,2331,single age
109年 8月,109,2020,8.0,嘉義縣,性別總計,9,2923,single age
109年 8月,109,2020,8.0,嘉義縣,男,9,1511,single age
109年 8月,109,2020,8.0,嘉義縣,女,9,1412,single age
109年 8月,109,2020,8.0,屏東縣,性別總計,9,5360,single age
109年 8月,109,2020,8.0,屏東縣,男,9,2793,single age
109年 8月,109,2020,8.0,屏東縣,女,9,2567,single age
109年 8月,109,2020,8.0,臺東縣,性別總計,9,1640,single age
109年 8月,109,2020,8.0,臺東縣,男,9,833,single age
109年 8月,109,2020,8.0,臺東縣,女,9,807,single age
109年 8月,109,2020,8.0,花蓮縣,性別總計,9,2428,single age
109年 8月,109,2020,8.0,花蓮縣,男,9,1296,single age
109年 8月,109,2020,8.0,花蓮縣,女,9,1132,single age
109年 8月,109,2020,8.0,澎湖縣,性別總計,9,589,single age
109年 8月,109,2020,8.0,澎湖縣,男,9,297,single age
109年 8月,109,2020,8.0,澎湖縣,女,9,292,single age
109年 8月,109,2020,8.0,基隆市,性別總計,9,2364,single age
109年 8月,109,2020,8.0,基隆市,男,9,1214,single age
109年 8月,109,2020,8.0,基隆市,女,9,1150,single age
109年 8月,109,2020,8.0,新竹市,性別總計,9,4925,single age
109年 8月,109,2020,8.0,新竹市,男,9,2569,single age
109年 8月,109,2020,8.0,新竹市,女,9,2356,single age
109年 8月,109,2020,8.0,嘉義市,性別總計,9,2410,single age
109年 8月,109,2020,8.0,嘉義市,男,9,1257,single age
109年 8月,109,2020,8.0,嘉義市,女,9,1153,single age
109年 8月,109,2020,8.0,金門縣,性別總計,9,743,single age
109年 8月,109,2020,8.0,金門縣,男,9,394,single age
109年 8月,109,2020,8.0,金門縣,女,9,349,single age
109年 8月,109,2020,8.0,連江縣,性別總計,9,90,single age
109年 8月,109,2020,8.0,連江縣,男,9,44,single age
109年 8月,109,2020,8.0,連江縣,女,9,46,single age
109年 9月,109,2020,9.0,區域別總計,性別總計,9,190793,single age
109年 9月,109,2020,9.0,區域別總計,男,9,99010,single age
109年 9月,109,2020,9.0,區域別總計,女,9,91783,single age
109年 9月,109,2020,9.0,新北市,性別總計,9,31904,single age
109年 9月,109,2020,9.0,新北市,男,9,16426,single age
109年 9月,109,2020,9.0,新北市,女,9,15478,single age
109年 9月,109,2020,9.0,臺北市,性別總計,9,21944,single age
109年 9月,109,2020,9.0,臺北市,男,9,11420,single age
109年 9月,109,2020,9.0,臺北市,女,9,10524,single age
109年 9月,109,2020,9.0,桃園市,性別總計,9,20868,single age
109年 9月,109,2020,9.0,桃園市,男,9,10778,single age
109年 9月,109,2020,9.0,桃園市,女,9,10090,single age
109年 9月,109,2020,9.0,臺中市,性別總計,9,25232,single age
109年 9月,109,2020,9.0,臺中市,男,9,13094,single age
109年 9月,109,2020,9.0,臺中市,女,9,12138,single age
109年 9月,109,2020,9.0,臺南市,性別總計,9,14192,single age
109年 9月,109,2020,9.0,臺南市,男,9,7437,single age
109年 9月,109,2020,9.0,臺南市,女,9,6755,single age
109年 9月,109,2020,9.0,高雄市,性別總計,9,20430,single age
109年 9月,109,2020,9.0,高雄市,男,9,10627,single age
109年 9月,109,2020,9.0,高雄市,女,9,9803,single age
109年 9月,109,2020,9.0,宜蘭縣,性別總計,9,3449,single age
109年 9月,109,2020,9.0,宜蘭縣,男,9,1803,single age
109年 9月,109,2020,9.0,宜蘭縣,女,9,1646,single age
109年 9月,109,2020,9.0,新竹縣,性別總計,9,6006,single age
109年 9月,109,2020,9.0,新竹縣,男,9,3161,single age
109年 9月,109,2020,9.0,新竹縣,女,9,2845,single age
109年 9月,109,2020,9.0,苗栗縣,性別總計,9,4516,single age
109年 9月,109,2020,9.0,苗栗縣,男,9,2319,single age
109年 9月,109,2020,9.0,苗栗縣,女,9,2197,single age
109年 9月,109,2020,9.0,彰化縣,性別總計,9,10055,single age
109年 9月,109,2020,9.0,彰化縣,男,9,5227,single age
109年 9月,109,2020,9.0,彰化縣,女,9,4828,single age
109年 9月,109,2020,9.0,南投縣,性別總計,9,3497,single age
109年 9月,109,2020,9.0,南投縣,男,9,1792,single age
109年 9月,109,2020,9.0,南投縣,女,9,1705,single age
109年 9月,109,2020,9.0,雲林縣,性別總計,9,4911,single age
109年 9月,109,2020,9.0,雲林縣,男,9,2516,single age
109年 9月,109,2020,9.0,雲林縣,女,9,2395,single age
109年 9月,109,2020,9.0,嘉義縣,性別總計,9,2950,single age
109年 9月,109,2020,9.0,嘉義縣,男,9,1539,single age
109年 9月,109,2020,9.0,嘉義縣,女,9,1411,single age
109年 9月,109,2020,9.0,屏東縣,性別總計,9,5402,single age
109年 9月,109,2020,9.0,屏東縣,男,9,2826,single age
109年 9月,109,2020,9.0,屏東縣,女,9,2576,single age
109年 9月,109,2020,9.0,臺東縣,性別總計,9,1655,single age
109年 9月,109,2020,9.0,臺東縣,男,9,838,single age
109年 9月,109,2020,9.0,臺東縣,女,9,817,single age
109年 9月,109,2020,9.0,花蓮縣,性別總計,9,2472,single age
109年 9月,109,2020,9.0,花蓮縣,男,9,1322,single age
109年 9月,109,2020,9.0,花蓮縣,女,9,1150,single age
109年 9月,109,2020,9.0,澎湖縣,性別總計,9,596,single age
109年 9月,109,2020,9.0,澎湖縣,男,9,306,single age
109年 9月,109,2020,9.0,澎湖縣,女,9,290,single age
109年 9月,109,2020,9.0,基隆市,性別總計,9,2396,single age
109年 9月,109,2020,9.0,基隆市,男,9,1229,single age
109年 9月,109,2020,9.0,基隆市,女,9,1167,single age
109年 9月,109,2020,9.0,新竹市,性別總計,9,5030,single age
109年 9月,109,2020,9.0,新竹市,男,9,2638,single age
109年 9月,109,2020,9.0,新竹市,女,9,2392,single age
109年 9月,109,2020,9.0,嘉義市,性別總計,9,2442,single age
109年 9月,109,2020,9.0,嘉義市,男,9,1259,single age
109年 9月,109,2020,9.0,嘉義市,女,9,1183,single age
109年 9月,109,2020,9.0,金門縣,性別總計,9,756,single age
109年 9月,109,2020,9.0,金門縣,男,9,409,single age
109年 9月,109,2020,9.0,金門縣,女,9,347,single age
109年 9月,109,2020,9.0,連江縣,性別總計,9,90,single age
109年 9月,109,2020,9.0,連江縣,男,9,44,single age
109年 9月,109,2020,9.0,連江縣,女,9,46,single age
109年 10月,109,2020,10.0,區域別總計,性別總計,9,194446,single age
109年 10月,109,2020,10.0,區域別總計,男,9,100875,single age
109年 10月,109,2020,10.0,區域別總計,女,9,93571,single age
109年 10月,109,2020,10.0,新北市,性別總計,9,32505,single age
109年 10月,109,2020,10.0,新北市,男,9,16740,single age
109年 10月,109,2020,10.0,新北市,女,9,15765,single age
109年 10月,109,2020,10.0,臺北市,性別總計,9,22355,single age
109年 10月,109,2020,10.0,臺北市,男,9,11638,single age
109年 10月,109,2020,10.0,臺北市,女,9,10717,single age
109年 10月,109,2020,10.0,桃園市,性別總計,9,21303,single age
109年 10月,109,2020,10.0,桃園市,男,9,10985,single age
109年 10月,109,2020,10.0,桃園市,女,9,10318,single age
109年 10月,109,2020,10.0,臺中市,性別總計,9,25705,single age
109年 10月,109,2020,10.0,臺中市,男,9,13291,single age
109年 10月,109,2020,10.0,臺中市,女,9,12414,single age
109年 10月,109,2020,10.0,臺南市,性別總計,9,14530,single age
109年 10月,109,2020,10.0,臺南市,男,9,7629,single age
109年 10月,109,2020,10.0,臺南市,女,9,6901,single age
109年 10月,109,2020,10.0,高雄市,性別總計,9,20940,single age
109年 10月,109,2020,10.0,高雄市,男,9,10917,single age
109年 10月,109,2020,10.0,高雄市,女,9,10023,single age
109年 10月,109,2020,10.0,宜蘭縣,性別總計,9,3475,single age
109年 10月,109,2020,10.0,宜蘭縣,男,9,1827,single age
109年 10月,109,2020,10.0,宜蘭縣,女,9,1648,single age
109年 10月,109,2020,10.0,新竹縣,性別總計,9,6172,single age
109年 10月,109,2020,10.0,新竹縣,男,9,3260,single age
109年 10月,109,2020,10.0,新竹縣,女,9,2912,single age
109年 10月,109,2020,10.0,苗栗縣,性別總計,9,4632,single age
109年 10月,109,2020,10.0,苗栗縣,男,9,2395,single age
109年 10月,109,2020,10.0,苗栗縣,女,9,2237,single age
109年 10月,109,2020,10.0,彰化縣,性別總計,9,10207,single age
109年 10月,109,2020,10.0,彰化縣,男,9,5274,single age
109年 10月,109,2020,10.0,彰化縣,女,9,4933,single age
109年 10月,109,2020,10.0,南投縣,性別總計,9,3528,single age
109年 10月,109,2020,10.0,南投縣,男,9,1817,single age
109年 10月,109,2020,10.0,南投縣,女,9,1711,single age
109年 10月,109,2020,10.0,雲林縣,性別總計,9,4993,single age
109年 10月,109,2020,10.0,雲林縣,男,9,2554,single age
109年 10月,109,2020,10.0,雲林縣,女,9,2439,single age
109年 10月,109,2020,10.0,嘉義縣,性別總計,9,2979,single age
109年 10月,109,2020,10.0,嘉義縣,男,9,1538,single age
109年 10月,109,2020,10.0,嘉義縣,女,9,1441,single age
109年 10月,109,2020,10.0,屏東縣,性別總計,9,5441,single age
109年 10月,109,2020,10.0,屏東縣,男,9,2829,single age
109年 10月,109,2020,10.0,屏東縣,女,9,2612,single age
109年 10月,109,2020,10.0,臺東縣,性別總計,9,1647,single age
109年 10月,109,2020,10.0,臺東縣,男,9,840,single age
109年 10月,109,2020,10.0,臺東縣,女,9,807,single age
109年 10月,109,2020,10.0,花蓮縣,性別總計,9,2498,single age
109年 10月,109,2020,10.0,花蓮縣,男,9,1340,single age
109年 10月,109,2020,10.0,花蓮縣,女,9,1158,single age
109年 10月,109,2020,10.0,澎湖縣,性別總計,9,610,single age
109年 10月,109,2020,10.0,澎湖縣,男,9,309,single age
109年 10月,109,2020,10.0,澎湖縣,女,9,301,single age
109年 10月,109,2020,10.0,基隆市,性別總計,9,2418,single age
109年 10月,109,2020,10.0,基隆市,男,9,1236,single age
109年 10月,109,2020,10.0,基隆市,女,9,1182,single age
109年 10月,109,2020,10.0,新竹市,性別總計,9,5211,single age
109年 10月,109,2020,10.0,新竹市,男,9,2731,single age
109年 10月,109,2020,10.0,新竹市,女,9,2480,single age
109年 10月,109,2020,10.0,嘉義市,性別總計,9,2469,single age
109年 10月,109,2020,10.0,嘉義市,男,9,1281,single age
109年 10月,109,2020,10.0,嘉義市,女,9,1188,single age
109年 10月,109,2020,10.0,金門縣,性別總計,9,736,single age
109年 10月,109,2020,10.0,金門縣,男,9,398,single age
109年 10月,109,2020,10.0,金門縣,女,9,338,single age
109年 10月,109,2020,10.0,連江縣,性別總計,9,92,single age
109年 10月,109,2020,10.0,連江縣,男,9,46,single age
109年 10月,109,2020,10.0,連江縣,女,9,46,single age
109年 (1~10月),109,2020,,區域別總計,性別總計,10,172632,single age
109年 (1~10月),109,2020,,區域別總計,男,10,90270,single age
109年 (1~10月),109,2020,,區域別總計,女,10,82362,single age
109年 (1~10月),109,2020,,新北市,性別總計,10,28163,single age
109年 (1~10月),109,2020,,新北市,男,10,14731,single age
109年 (1~10月),109,2020,,新北市,女,10,13432,single age
109年 (1~10月),109,2020,,臺北市,性別總計,10,20146,single age
109年 (1~10月),109,2020,,臺北市,男,10,10519,single age
109年 (1~10月),109,2020,,臺北市,女,10,9627,single age
109年 (1~10月),109,2020,,桃園市,性別總計,10,18250,single age
109年 (1~10月),109,2020,,桃園市,男,10,9550,single age
109年 (1~10月),109,2020,,桃園市,女,10,8700,single age
109年 (1~10月),109,2020,,臺中市,性別總計,10,22793,single age
109年 (1~10月),109,2020,,臺中市,男,10,11967,single age
109年 (1~10月),109,2020,,臺中市,女,10,10826,single age
109年 (1~10月),109,2020,,臺南市,性別總計,10,12906,single age
109年 (1~10月),109,2020,,臺南市,男,10,6804,single age
109年 (1~10月),109,2020,,臺南市,女,10,6102,single age
109年 (1~10月),109,2020,,高雄市,性別總計,10,18352,single age
109年 (1~10月),109,2020,,高雄市,男,10,9467,single age
109年 (1~10月),109,2020,,高雄市,女,10,8885,single age
109年 (1~10月),109,2020,,宜蘭縣,性別總計,10,3263,single age
109年 (1~10月),109,2020,,宜蘭縣,男,10,1663,single age
109年 (1~10月),109,2020,,宜蘭縣,女,10,1600,single age
109年 (1~10月),109,2020,,新竹縣,性別總計,10,5420,single age
109年 (1~10月),109,2020,,新竹縣,男,10,2829,single age
109年 (1~10月),109,2020,,新竹縣,女,10,2591,single age
109年 (1~10月),109,2020,,苗栗縣,性別總計,10,4008,single age
109年 (1~10月),109,2020,,苗栗縣,男,10,2098,single age
109年 (1~10月),109,2020,,苗栗縣,女,10,1910,single age
109年 (1~10月),109,2020,,彰化縣,性別總計,10,9184,single age
109年 (1~10月),109,2020,,彰化縣,男,10,4797,single age
109年 (1~10月),109,2020,,彰化縣,女,10,4387,single age
109年 (1~10月),109,2020,,南投縣,性別總計,10,3297,single age
109年 (1~10月),109,2020,,南投縣,男,10,1712,single age
109年 (1~10月),109,2020,,南投縣,女,10,1585,single age
109年 (1~10月),109,2020,,雲林縣,性別總計,10,4560,single age
109年 (1~10月),109,2020,,雲林縣,男,10,2418,single age
109年 (1~10月),109,2020,,雲林縣,女,10,2142,single age
109年 (1~10月),109,2020,,嘉義縣,性別總計,10,2772,single age
109年 (1~10月),109,2020,,嘉義縣,男,10,1459,single age
109年 (1~10月),109,2020,,嘉義縣,女,10,1313,single age
109年 (1~10月),109,2020,,屏東縣,性別總計,10,5162,single age
109年 (1~10月),109,2020,,屏東縣,男,10,2754,single age
109年 (1~10月),109,2020,,屏東縣,女,10,2408,single age
