period,roc_year,year,month,area,sex,age,population,age_scope
109年 6月,109,2020,6.0,新北市,性別總計,57,65888,single age
109年 6月,109,2020,6.0,新北市,男,57,30399,single age
109年 6月,109,2020,6.0,新北市,女,57,35489,single age
109年 6月,109,2020,6.0,臺北市,性別總計,57,39684,single age
109年 6月,109,2020,6.0,臺北市,男,57,18359,single age
109年 6月,109,2020,6.0,臺北市,女,57,21325,single age
109年 6月,109,2020,6.0,桃園市,性別總計,57,32714,single age
109年 6月,109,2020,6.0,桃園市,男,57,15859,single age
109年 6月,109,2020,6.0,桃園市,女,57,16855,single age
109年 6月,109,2020,6.0,臺中市,性別總計,57,42126,single age
109年 6月,109,2020,6.0,臺中市,男,57,19956,single age
109年 6月,109,2020,6.0,臺中市,女,57,22170,single age
109年 6月,109,2020,6.0,臺南市,性別總計,57,30717,single age
109年 6月,109,2020,6.0,臺南市,男,57,15172,single age
109年 6月,109,2020,6.0,臺南市,女,57,15545,single age
109年 6月,109,2020,6.0,高雄市,性別總計,57,43367,single age
109年 6月,109,2020,6.0,高雄市,男,57,20930,single age
109年 6月,109,2020,6.0,高雄市,女,57,22437,single age
109年 6月,109,2020,6.0,宜蘭縣,性別總計,57,7364,single age
109年 6月,109,2020,6.0,宜蘭縣,男,57,3791,single age
109年 6月,109,2020,6.0,宜蘭縣,女,57,3573,single age
109年 6月,109,2020,6.0,新竹縣,性別總計,57,7780,single age
109年 6月,109,2020,6.0,新竹縣,男,57,3992,single age
109年 6月,109,2020,6.0,新竹縣,女,57,3788,single age
109年 6月,109,2020,6.0,苗栗縣,性別總計,57,8592,single age
109年 6月,109,2020,6.0,苗栗縣,男,57,4458,single age
109年 6月,109,2020,6.0,苗栗縣,女,57,4134,single age
109年 6月,109,2020,6.0,彰化縣,性別總計,57,19217,single age
109年 6月,109,2020,6.0,彰化縣,男,57,9879,single age
109年 6月,109,2020,6.0,彰化縣,女,57,9338,single age
109年 6月,109,2020,6.0,南投縣,性別總計,57,8557,single age
109年 6月,109,2020,6.0,南投縣,男,57,4326,single age
109年 6月,109,2020,6.0,南投縣,女,57,4231,single age
109年 6月,109,2020,6.0,雲林縣,性別總計,57,10895,single age
109年 6月,109,2020,6.0,雲林縣,男,57,6038,single age
109年 6月,109,2020,6.0,雲林縣,女,57,4857,single age
109年 6月,109,2020,6.0,嘉義縣,性別總計,57,8593,single age
109年 6月,109,2020,6.0,嘉義縣,男,57,4761,single age
109年 6月,109,2020,6.0,嘉義縣,女,57,3832,single age
109年 6月,109,2020,6.0,屏東縣,性別總計,57,13389,single age
109年 6月,109,2020,6.0,屏東縣,男,57,6848,single age
109年 6月,109,2020,6.0,屏東縣,女,57,6541,single age
109年 6月,109,2020,6.0,臺東縣,性別總計,57,3576,single age
109年 6月,109,2020,6.0,臺東縣,男,57,1854,single age
109年 6月,109,2020,6.0,臺東縣,女,57,1722,single age
109年 6月,109,2020,6.0,花蓮縣,性別總計,57,5251,single age
109年 6月,109,2020,6.0,花蓮縣,男,57,2698,single age
109年 6月,109,2020,6.0,花蓮縣,女,57,2553,single age
109年 6月,109,2020,6.0,澎湖縣,性別總計,57,1602,single age
109年 6月,109,2020,6.0,澎湖縣,男,57,853,single age
109年 6月,109,2020,6.0,澎湖縣,女,57,749,single age
109年 6月,109,2020,6.0,基隆市,性別總計,57,6433,single age
109年 6月,109,2020,6.0,基隆市,男,57,3281,single age
109年 6月,109,2020,6.0,基隆市,女,57,3152,single age
109年 6月,109,2020,6.0,新竹市,性別總計,57,6021,single age
109年 6月,109,2020,6.0,新竹市,男,57,2932,single age
109年 6月,109,2020,6.0,新竹市,女,57,3089,single age
109年 6月,109,2020,6.0,嘉義市,性別總計,57,4046,single age
109年 6月,109,2020,6.0,嘉義市,男,57,1923,single age
109年 6月,109,2020,6.0,嘉義市,女,57,2123,single age
109年 6月,109,2020,6.0,金門縣,性別總計,57,2710,single age
109年 6月,109,2020,6.0,金門縣,男,57,1326,single age
109年 6月,109,2020,6.0,金門縣,女,57,1384,single age
109年 6月,109,2020,6.0,連江縣,性別總計,57,240,single age
109年 6月,109,2020,6.0,連江縣,男,57,144,single age
109年 6月,109,2020,6.0,連江縣,女,57,96,single age
109年 7月,109,2020,7.0,區域別總計,性別總計,57,370286,single age
109年 7月,109,2020,7.0,區域別總計,男,57,180554,single age
109年 7月,109,2020,7.0,區域別總計,女,57,189732,single age
109年 7月,109,2020,7.0,新北市,性別總計,57,66219,single age
109年 7月,109,2020,7.0,新北市,男,57,30637,single age
109年 7月,109,2020,7.0,新北市,女,57,35582,single age
109年 7月,109,2020,7.0,臺北市,性別總計,57,39875,single age
109年 7月,109,2020,7.0,臺北市,男,57,18425,single age
109年 7月,109,2020,7.0,臺北市,女,57,21450,single age
109年 7月,109,2020,7.0,桃園市,性別總計,57,33085,single age
109年 7月,109,2020,7.0,桃園市,男,57,16021,single age
109年 7月,109,2020,7.0,桃園市,女,57,17064,single age
109年 7月,109,2020,7.0,臺中市,性別總計,57,42197,single age
109年 7月,109,2020,7.0,臺中市,男,57,19942,single age
109年 7月,109,2020,7.0,臺中市,女,57,22255,single age
109年 7月,109,2020,7.0,臺南市,性別總計,57,30781,single age
109年 7月,109,2020,7.0,臺南市,男,57,15216,single age
109年 7月,109,2020,7.0,臺南市,女,57,15565,single age
109年 7月,109,2020,7.0,高雄市,性別總計,57,43540,single age
109年 7月,109,2020,7.0,高雄市,男,57,21015,single age
109年 7月,109,2020,7.0,高雄市,女,57,22525,single age
109年 7月,109,2020,7.0,宜蘭縣,性別總計,57,7331,single age
109年 7月,109,2020,7.0,宜蘭縣,男,57,3768,single age
109年 7月,109,2020,7.0,宜蘭縣,女,57,3563,single age
109年 7月,109,2020,7.0,新竹縣,性別總計,57,7824,single age
109年 7月,109,2020,7.0,新竹縣,男,57,4037,single age
109年 7月,109,2020,7.0,新竹縣,女,57,3787,single age
109年 7月,109,2020,7.0,苗栗縣,性別總計,57,8677,single age
109年 7月,109,2020,7.0,苗栗縣,男,57,4539,single age
109年 7月,109,2020,7.0,苗栗縣,女,57,4138,single age
109年 7月,109,2020,7.0,彰化縣,性別總計,57,19227,single age
109年 7月,109,2020,7.0,彰化縣,男,57,9875,single age
109年 7月,109,2020,7.0,彰化縣,女,57,9352,single age
109年 7月,109,2020,7.0,南投縣,性別總計,57,8602,single age
109年 7月,109,2020,7.0,南投縣,男,57,4371,single age
109年 7月,109,2020,7.0,南投縣,女,57,4231,single age
109年 7月,109,2020,7.0,雲林縣,性別總計,57,10884,single age
109年 7月,109,2020,7.0,雲林縣,男,57,6001,single age
109年 7月,109,2020,7.0,雲林縣,女,57,4883,single age
109年 7月,109,2020,7.0,嘉義縣,性別總計,57,8674,single age
109年 7月,109,2020,7.0,嘉義縣,男,57,4799,single age
109年 7月,109,2020,7.0,嘉義縣,女,57,3875,single age
109年 7月,109,2020,7.0,屏東縣,性別總計,57,13421,single age
109年 7月,109,2020,7.0,屏東縣,男,57,6885,single age
109年 7月,109,2020,7.0,屏東縣,女,57,6536,single age
109年 7月,109,2020,7.0,臺東縣,性別總計,57,3580,single age
109年 7月,109,2020,7.0,臺東縣,男,57,1863,single age
109年 7月,109,2020,7.0,臺東縣,女,57,1717,single age
109年 7月,109,2020,7.0,花蓮縣,性別總計,57,5232,single age
109年 7月,109,2020,7.0,花蓮縣,男,57,2678,single age
109年 7月,109,2020,7.0,花蓮縣,女,57,2554,single age
109年 7月,109,2020,7.0,澎湖縣,性別總計,57,1627,single age
109年 7月,109,2020,7.0,澎湖縣,男,57,862,single age
109年 7月,109,2020,7.0,澎湖縣,女,57,765,single age
109年 7月,109,2020,7.0,基隆市,性別總計,57,6492,single age
109年 7月,109,2020,7.0,基隆市,男,57,3311,single age
109年 7月,109,2020,7.0,基隆市,女,57,3181,single age
109年 7月,109,2020,7.0,新竹市,性別總計,57,6034,single age
109年 7月,109,2020,7.0,新竹市,男,57,2940,single age
109年 7月,109,2020,7.0,新竹市,女,57,3094,single age
109年 7月,109,2020,7.0,嘉義市,性別總計,57,4024,single age
109年 7月,109,2020,7.0,嘉義市,男,57,1900,single age
109年 7月,109,2020,7.0,嘉義市,女,57,2124,single age
109年 7月,109,2020,7.0,金門縣,性別總計,57,2720,single age
109年 7月,109,2020,7.0,金門縣,男,57,1323,single age
109年 7月,109,2020,7.0,金門縣,女,57,1397,single age
109年 7月,109,2020,7.0,連江縣,性別總計,57,240,single age
109年 7月,109,2020,7.0,連江縣,男,57,146,single age
109年 7月,109,2020,7.0,連江縣,女,57,94,single age
109年 8月,109,2020,8.0,區域別總計,性別總計,57,370634,single age
109年 8月,109,2020,8.0,區域別總計,男,57,180778,single age
109年 8月,109,2020,8.0,區域別總計,女,57,189856,single age
109年 8月,109,2020,8.0,新北市,性別總計,57,66436,single age
109年 8月,109,2020,8.0,新北市,男,57,30682,single age
109年 8月,109,2020,8.0,新北市,女,57,35754,single age
109年 8月,109,2020,8.0,臺北市,性別總計,57,39852,single age
109年 8月,109,2020,8.0,臺北市,男,57,18386,single age
109年 8月,109,2020,8.0,臺北市,女,57,21466,single age
109年 8月,109,2020,8.0,桃園市,性別總計,57,33142,single age
109年 8月,109,2020,8.0,桃園市,男,57,16047,single age
109年 8月,109,2020,8.0,桃園市,女,57,17095,single age
109年 8月,109,2020,8.0,臺中市,性別總計,57,42059,single age
109年 8月,109,2020,8.0,臺中市,男,57,19853,single age
109年 8月,109,2020,8.0,臺中市,女,57,22206,single age
109年 8月,109,2020,8.0,臺南市,性別總計,57,30895,single age
109年 8月,109,2020,8.0,臺南市,男,57,15278,single age
109年 8月,109,2020,8.0,臺南市,女,57,15617,single age
109年 8月,109,2020,8.0,高雄市,性別總計,57,43508,single age
109年 8月,109,2020,8.0,高雄市,男,57,21040,single age
109年 8月,109,2020,8.0,高雄市,女,57,22468,single age
109年 8月,109,2020,8.0,宜蘭縣,性別總計,57,7353,single age
109年 8月,109,2020,8.0,宜蘭縣,男,57,3775,single age
109年 8月,109,2020,8.0,宜蘭縣,女,57,3578,single age
109年 8月,109,2020,8.0,新竹縣,性別總計,57,7879,single age
109年 8月,109,2020,8.0,新竹縣,男,57,4085,single age
109年 8月,109,2020,8.0,新竹縣,女,57,3794,single age
109年 8月,109,2020,8.0,苗栗縣,性別總計,57,8714,single age
109年 8月,109,2020,8.0,苗栗縣,男,57,4538,single age
109年 8月,109,2020,8.0,苗栗縣,女,57,4176,single age
109年 8月,109,2020,8.0,彰化縣,性別總計,57,19287,single age
109年 8月,109,2020,8.0,彰化縣,男,57,9971,single age
109年 8月,109,2020,8.0,彰化縣,女,57,9316,single age
109年 8月,109,2020,8.0,南投縣,性別總計,57,8593,single age
109年 8月,109,2020,8.0,南投縣,男,57,4390,single age
109年 8月,109,2020,8.0,南投縣,女,57,4203,single age
109年 8月,109,2020,8.0,雲林縣,性別總計,57,10831,single age
109年 8月,109,2020,8.0,雲林縣,男,57,5973,single age
109年 8月,109,2020,8.0,雲林縣,女,57,4858,single age
109年 8月,109,2020,8.0,嘉義縣,性別總計,57,8589,single age
109年 8月,109,2020,8.0,嘉義縣,男,57,4758,single age
109年 8月,109,2020,8.0,嘉義縣,女,57,3831,single age
109年 8月,109,2020,8.0,屏東縣,性別總計,57,13410,single age
109年 8月,109,2020,8.0,屏東縣,男,57,6936,single age
109年 8月,109,2020,8.0,屏東縣,女,57,6474,single age
109年 8月,109,2020,8.0,臺東縣,性別總計,57,3566,single age
109年 8月,109,2020,8.0,臺東縣,男,57,1871,single age
109年 8月,109,2020,8.0,臺東縣,女,57,1695,single age
109年 8月,109,2020,8.0,花蓮縣,性別總計,57,5240,single age
109年 8月,109,2020,8.0,花蓮縣,男,57,2665,single age
109年 8月,109,2020,8.0,花蓮縣,女,57,2575,single age
109年 8月,109,2020,8.0,澎湖縣,性別總計,57,1635,single age
109年 8月,109,2020,8.0,澎湖縣,男,57,863,single age
109年 8月,109,2020,8.0,澎湖縣,女,57,772,single age
109年 8月,109,2020,8.0,基隆市,性別總計,57,6506,single age
109年 8月,109,2020,8.0,基隆市,男,57,3293,single age
109年 8月,109,2020,8.0,基隆市,女,57,3213,single age
109年 8月,109,2020,8.0,新竹市,性別總計,57,6040,single age
109年 8月,109,2020,8.0,新竹市,男,57,2953,single age
109年 8月,109,2020,8.0,新竹市,女,57,3087,single age
109年 8月,109,2020,8.0,嘉義市,性別總計,57,4089,single age
109年 8月,109,2020,8.0,嘉義市,男,57,1936,single age
109年 8月,109,2020,8.0,嘉義市,女,57,2153,single age
109年 8月,109,2020,8.0,金門縣,性別總計,57,2765,single age
109年 8月,109,2020,8.0,金門縣,男,57,1336,single age
109年 8月,109,2020,8.0,金門縣,女,57,1429,single age
109年 8月,109,2020,8.0,連江縣,性別總計,57,245,single age
109年 8月,109,2020,8.0,連江縣,男,57,149,single age
109年 8月,109,2020,8.0,連江縣,女,57,96,single age
109年 9月,109,2020,9.0,區域別總計,性別總計,57,370121,single age
109年 9月,109,2020,9.0,區域別總計,男,57,180521,single age
109年 9月,109,2020,9.0,區域別總計,女,57,189600,single age
109年 9月,109,2020,9.0,新北市,性別總計,57,66366,single age
109年 9月,109,2020,9.0,新北市,男,57,30603,single age
109年 9月,109,2020,9.0,新北市,女,57,35763,single age
109年 9月,109,2020,9.0,臺北市,性別總計,57,39787,single age
109年 9月,109,2020,9.0,臺北市,男,57,18304,single age
109年 9月,109,2020,9.0,臺北市,女,57,21483,single age
109年 9月,109,2020,9.0,桃園市,性別總計,57,33078,single age
109年 9月,109,2020,9.0,桃園市,男,57,16056,single age
109年 9月,109,2020,9.0,桃園市,女,57,17022,single age
109年 9月,109,2020,9.0,臺中市,性別總計,57,42087,single age
109年 9月,109,2020,9.0,臺中市,男,57,19832,single age
109年 9月,109,2020,9.0,臺中市,女,57,22255,single age
109年 9月,109,2020,9.0,臺南市,性別總計,57,30821,single age
109年 9月,109,2020,9.0,臺南市,男,57,15262,single age
109年 9月,109,2020,9.0,臺南市,女,57,15559,single age
109年 9月,109,2020,9.0,高雄市,性別總計,57,43405,single age
109年 9月,109,2020,9.0,高雄市,男,57,21040,single age
109年 9月,109,2020,9.0,高雄市,女,57,22365,single age
109年 9月,109,2020,9.0,宜蘭縣,性別總計,57,7366,single age
109年 9月,109,2020,9.0,宜蘭縣,男,57,3779,single age
109年 9月,109,2020,9.0,宜蘭縣,女,57,3587,single age
109年 9月,109,2020,9.0,新竹縣,性別總計,57,7833,single age
109年 9月,109,2020,9.0,新竹縣,男,57,4049,single age
109年 9月,109,2020,9.0,新竹縣,女,57,3784,single age
109年 9月,109,2020,9.0,苗栗縣,性別總計,57,8641,single age
109年 9月,109,2020,9.0,苗栗縣,男,57,4465,single age
109年 9月,109,2020,9.0,苗栗縣,女,57,4176,single age
109年 9月,109,2020,9.0,彰化縣,性別總計,57,19168,single age
109年 9月,109,2020,9.0,彰化縣,男,57,9916,single age
109年 9月,109,2020,9.0,彰化縣,女,57,9252,single age
109年 9月,109,2020,9.0,南投縣,性別總計,57,8559,single age
109年 9月,109,2020,9.0,南投縣,男,57,4387,single age
109年 9月,109,2020,9.0,南投縣,女,57,4172,single age
109年 9月,109,2020,9.0,雲林縣,性別總計,57,10876,single age
109年 9月,109,2020,9.0,雲林縣,男,57,6010,single age
109年 9月,109,2020,9.0,雲林縣,女,57,4866,single age
109年 9月,109,2020,9.0,嘉義縣,性別總計,57,8545,single age
109年 9月,109,2020,9.0,嘉義縣,男,57,4722,single age
109年 9月,109,2020,9.0,嘉義縣,女,57,3823,single age
109年 9月,109,2020,9.0,屏東縣,性別總計,57,13414,single age
109年 9月,109,2020,9.0,屏東縣,男,57,6927,single age
109年 9月,109,2020,9.0,屏東縣,女,57,6487,single age
109年 9月,109,2020,9.0,臺東縣,性別總計,57,3583,single age
109年 9月,109,2020,9.0,臺東縣,男,57,1879,single age
109年 9月,109,2020,9.0,臺東縣,女,57,1704,single age
109年 9月,109,2020,9.0,花蓮縣,性別總計,57,5254,single age
109年 9月,109,2020,9.0,花蓮縣,男,57,2675,single age
109年 9月,109,2020,9.0,花蓮縣,女,57,2579,single age
109年 9月,109,2020,9.0,澎湖縣,性別總計,57,1657,single age
109年 9月,109,2020,9.0,澎湖縣,男,57,878,single age
109年 9月,109,2020,9.0,澎湖縣,女,57,779,single age
109年 9月,109,2020,9.0,基隆市,性別總計,57,6510,single age
109年 9月,109,2020,9.0,基隆市,男,57,3287,single age
109年 9月,109,2020,9.0,基隆市,女,57,3223,single age
109年 9月,109,2020,9.0,新竹市,性別總計,57,6064,single age
109年 9月,109,2020,9.0,新竹市,男,57,3012,single age
109年 9月,109,2020,9.0,新竹市,女,57,3052,single age
109年 9月,109,2020,9.0,嘉義市,性別總計,57,4104,single age
109年 9月,109,2020,9.0,嘉義市,男,57,1957,single age
109年 9月,109,2020,9.0,嘉義市,女,57,2147,single age
109年 9月,109,2020,9.0,金門縣,性別總計,57,2760,single age
109年 9月,109,2020,9.0,金門縣,男,57,1334,single age
109年 9月,109,2020,9.0,金門縣,女,57,1426,single age
109年 9月,109,2020,9.0,連江縣,性別總計,57,243,single age
109年 9月,109,2020,9.0,連江縣,男,57,147,single age
109年 9月,109,2020,9.0,連江縣,女,57,96,single age
109年 10月,109,2020,10.0,區域別總計,性別總計,57,372314,single age
109年 10月,109,2020,10.0,區域別總計,男,57,181628,single age
109年 10月,109,2020,10.0,區域別總計,女,57,190686,single age
109年 10月,109,2020,10.0,新北市,性別總計,57,66886,single age
109年 10月,109,2020,10.0,新北市,男,57,30907,single age
109年 10月,109,2020,10.0,新北市,女,57,35979,single age
109年 10月,109,2020,10.0,臺北市,性別總計,57,40080,single age
109年 10月,109,2020,10.0,臺北市,男,57,18394,single age
109年 10月,109,2020,10.0,臺北市,女,57,21686,single age
109年 10月,109,2020,10.0,桃園市,性別總計,57,33490,single age
109年 10月,109,2020,10.0,桃園市,男,57,16202,single age
109年 10月,109,2020,10.0,桃園市,女,57,17288,single age
109年 10月,109,2020,10.0,臺中市,性別總計,57,42353,single age
109年 10月,109,2020,10.0,臺中市,男,57,19950,single age
109年 10月,109,2020,10.0,臺中市,女,57,22403,single age
109年 10月,109,2020,10.0,臺南市,性別總計,57,30667,single age
109年 10月,109,2020,10.0,臺南市,男,57,15210,single age
109年 10月,109,2020,10.0,臺南市,女,57,15457,single age
109年 10月,109,2020,10.0,高雄市,性別總計,57,43432,single age
109年 10月,109,2020,10.0,高雄市,男,57,21064,single age
109年 10月,109,2020,10.0,高雄市,女,57,22368,single age
109年 10月,109,2020,10.0,宜蘭縣,性別總計,57,7375,single age
109年 10月,109,2020,10.0,宜蘭縣,男,57,3776,single age
109年 10月,109,2020,10.0,宜蘭縣,女,57,3599,single age
109年 10月,109,2020,10.0,新竹縣,性別總計,57,7951,single age
109年 10月,109,2020,10.0,新竹縣,男,57,4115,single age
109年 10月,109,2020,10.0,新竹縣,女,57,3836,single age
109年 10月,109,2020,10.0,苗栗縣,性別總計,57,8775,single age
109年 10月,109,2020,10.0,苗栗縣,男,57,4524,single age
109年 10月,109,2020,10.0,苗栗縣,女,57,4251,single age
109年 10月,109,2020,10.0,彰化縣,性別總計,57,19175,single age
109年 10月,109,2020,10.0,彰化縣,男,57,9947,single age
109年 10月,109,2020,10.0,彰化縣,女,57,9228,single age
109年 10月,109,2020,10.0,南投縣,性別總計,57,8545,single age
109年 10月,109,2020,10.0,南投縣,男,57,4386,single age
109年 10月,109,2020,10.0,南投縣,女,57,4159,single age
109年 10月,109,2020,10.0,雲林縣,性別總計,57,11008,single age
109年 10月,109,2020,10.0,雲林縣,男,57,6116,single age
109年 10月,109,2020,10.0,雲林縣,女,57,4892,single age
109年 10月,109,2020,10.0,嘉義縣,性別總計,57,8643,single age
109年 10月,109,2020,10.0,嘉義縣,男,57,4784,single age
109年 10月,109,2020,10.0,嘉義縣,女,57,3859,single age
109年 10月,109,2020,10.0,屏東縣,性別總計,57,13482,single age
109年 10月,109,2020,10.0,屏東縣,男,57,6951,single age
109年 10月,109,2020,10.0,屏東縣,女,57,6531,single age
109年 10月,109,2020,10.0,臺東縣,性別總計,57,3627,single age
109年 10月,109,2020,10.0,臺東縣,男,57,1897,single age
109年 10月,109,2020,10.0,臺東縣,女,57,1730,single age
109年 10月,109,2020,10.0,花蓮縣,性別總計,57,5270,single age
109年 10月,109,2020,10.0,花蓮縣,男,57,2674,single age
109年 10月,109,2020,10.0,花蓮縣,女,57,2596,single age
109年 10月,109,2020,10.0,澎湖縣,性別總計,57,1645,single age
109年 10月,109,2020,10.0,澎湖縣,男,57,879,single age
109年 10月,109,2020,10.0,澎湖縣,女,57,766,single age
109年 10月,109,2020,10.0,基隆市,性別總計,57,6564,single age
109年 10月,109,2020,10.0,基隆市,男,57,3318,single age
109年 10月,109,2020,10.0,基隆市,女,57,3246,single age
109年 10月,109,2020,10.0,新竹市,性別總計,57,6114,single age
109年 10月,109,2020,10.0,新竹市,男,57,3027,single age
109年 10月,109,2020,10.0,新竹市,女,57,3087,single age
109年 10月,109,2020,10.0,嘉義市,性別總計,57,4188,single age
109年 10月,109,2020,10.0,嘉義市,男,57,1994,single age
109年 10月,109,2020,10.0,嘉義市,女,57,2194,single age
109年 10月,109,2020,10.0,金門縣,性別總計,57,2793,single age
109年 10月,109,2020,10.0,金門縣,男,57,1362,single age
109年 10月,109,2020,10.0,金門縣,女,57,1431,single age
109年 10月,109,2020,10.0,連江縣,性別總計,57,251,single age
109年 10月,109,2020,10.0,連江縣,男,57,151,single age
109年 10月,109,2020,10.0,連江縣,女,57,100,single age
109年 (1~10月),109,2020,,區域別總計,性別總計,58,365734,single age
109年 (1~10月),109,2020,,區域別總計,男,58,178603,single age
109年 (1~10月),109,2020,,區域別總計,女,58,187131,single age
109年 (1~10月),109,2020,,新北市,性別總計,58,64816,single age
109年 (1~10月),109,2020,,新北市,男,58,30150,single age
109年 (1~10月),109,2020,,新北市,女,58,34666,single age
109年 (1~10月),109,2020,,臺北市,性別總計,58,39049,single age
109年 (1~10月),109,2020,,臺北市,男,58,17961,single age
109年 (1~10月),109,2020,,臺北市,女,58,21088,single age
109年 (1~10月),109,2020,,桃園市,性別總計,58,32026,single age
109年 (1~10月),109,2020,,桃園市,男,58,15526,single age
109年 (1~10月),109,2020,,桃園市,女,58,16500,single age
109年 (1~10月),109,2020,,臺中市,性別總計,58,41734,single age
109年 (1~10月),109,2020,,臺中市,男,58,20000,single age
109年 (1~10月),109,2020,,臺中市,女,58,21734,single age
109年 (1~10月),109,2020,,臺南市,性別總計,58,30713,single age
109年 (1~10月),109,2020,,臺南市,男,58,15199,single age
109年 (1~10月),109,2020,,臺南市,女,58,15514,single age
109年 (1~10月),109,2020,,高雄市,性別總計,58,43625,single age
109年 (1~10月),109,2020,,高雄市,男,58,21034,single age
109年 (1~10月),109,2020,,高雄市,女,58,22591,single age
109年 (1~10月),109,2020,,宜蘭縣,性別總計,58,7440,single age
109年 (1~10月),109,2020,,宜蘭縣,男,58,3721,single age
109年 (1~10月),109,2020,,宜蘭縣,女,58,3719,single age
109年 (1~10月),109,2020,,新竹縣,性別總計,58,7715,single age
109年 (1~10月),109,2020,,新竹縣,男,58,4010,single age
109年 (1~10月),109,2020,,新竹縣,女,58,3705,single age
109年 (1~10月),109,2020,,苗栗縣,性別總計,58,8422,single age
109年 (1~10月),109,2020,,苗栗縣,男,58,4386,single age
109年 (1~10月),109,2020,,苗栗縣,女,58,4036,single age
109年 (1~10月),109,2020,,彰化縣,性別總計,58,18932,single age
109年 (1~10月),109,2020,,彰化縣,男,58,9780,single age
109年 (1~10月),109,2020,,彰化縣,女,58,9152,single age
109年 (1~10月),109,2020,,南投縣,性別總計,58,8356,single age
109年 (1~10月),109,2020,,南投縣,男,58,4238,single age
109年 (1~10月),109,2020,,南投縣,女,58,4118,single age
109年 (1~10月),109,2020,,雲林縣,性別總計,58,10637,single age
109年 (1~10月),109,2020,,雲林縣,男,58,5878,single age
109年 (1~10月),109,2020,,雲林縣,女,58,4759,single age
109年 (1~10月),109,2020,,嘉義縣,性別總計,58,8766,single age
109年 (1~10月),109,2020,,嘉義縣,男,58,4838,single age
109年 (1~10月),109,2020,,嘉義縣,女,58,3928,single age
109年 (1~10月),109,2020,,屏東縣,性別總計,58,13882,single age
109年 (1~10月),109,2020,,屏東縣,男,58,7094,single age
109年 (1~10月),109,2020,,屏東縣,女,58,6788,single age
109年 (1~10月),109,2020,,臺東縣,性別總計,58,3596,single age
109年 (1~10月),109,2020,,臺東縣,男,58,1883,single age
109年 (1~10月),109,2020,,臺東縣,女,58,1713,single age
109年 (1~10月),109,2020,,花蓮縣,性別總計,58,5160,single age
109年 (1~10月),109,2020,,花蓮縣,男,58,2597,single age
109年 (1~10月),109,2020,,花蓮縣,女,58,2563,single age
109年 (1~10月),109,2020,,澎湖縣,性別總計,58,1604,single age
109年 (1~10月),109,2020,,澎湖縣,男,58,854,single age
109年 (1~10月),109,2020,,澎湖縣,女,58,750,single age
109年 (1~10月),109,2020,,基隆市,性別總計,58,6438,single age
109年 (1~10月),109,2020,,基隆市,男,58,3155,single age
109年 (1~10月),109,2020,,基隆市,女,58,3283,single age
109年 (1~10月),109,2020,,新竹市,性別總計,58,5981,single age
109年 (1~10月),109,2020,,新竹市,男,58,2953,single age
109年 (1~10月),109,2020,,新竹市,女,58,3028,single age
109年 (1~10月),109,2020,,嘉義市,性別總計,58,4009,single age
109年 (1~10月),109,2020,,嘉義市,男,58,1908,single age
109年 (1~10月),109,2020,,嘉義市,女,58,2101,single age
109年 (1~10月),109,2020,,金門縣,性別總計,58,2628,single age
109年 (1~10月),109,2020,,金門縣,男,58,1320,single age
109年 (1~10月),109,2020,,金門縣,女,58,1308,single age
109年 (1~10月),109,2020,,連江縣,性別總計,58,205,single age
109年 (1~10月),109,2020,,連江縣,男,58,118,single age
109年 (1~10月),109,2020,,連江縣,女,58,87,single age
109年 1月,109,2020,1.0,區域別總計,性別總計,58,358772,single age
109年 1月,109,2020,1.0,區域別總計,男,58,175234,single age
109年 1月,109,2020,1.0,區域別總計,女,58,183538,single age
109年 1月,109,2020,1.0,新北市,性別總計,58,63519,single age
109年 1月,109,2020,1.0,新北市,男,58,29721,single age
109年 1月,109,2020,1.0,新北市,女,58,33798,single age
109年 1月,109,2020,1.0,臺北市,性別總計,58,38929,single age
109年 1月,109,2020,1.0,臺北市,男,58,17986,single age
109年 1月,109,2020,1.0,臺北市,女,58,20943,single age
109年 1月,109,2020,1.0,桃園市,性別總計,58,30671,single age
109年 1月,109,2020,1.0,桃園市,男,58,14655,single age
109年 1月,109,2020,1.0,桃園市,女,58,16016,single age
109年 1月,109,2020,1.0,臺中市,性別總計,58,40502,single age
109年 1月,109,2020,1.0,臺中市,男,58,19217,single age
109年 1月,109,2020,1.0,臺中市,女,58,21285,single age
109年 1月,109,2020,1.0,臺南市,性別總計,58,30605,single age
109年 1月,109,2020,1.0,臺南市,男,58,15166,single age
109年 1月,109,2020,1.0,臺南市,女,58,15439,single age
109年 1月,109,2020,1.0,高雄市,性別總計,58,42787,single age
109年 1月,109,2020,1.0,高雄市,男,58,20624,single age
109年 1月,109,2020,1.0,高雄市,女,58,22163,single age
109年 1月,109,2020,1.0,宜蘭縣,性別總計,58,7225,single age
109年 1月,109,2020,1.0,宜蘭縣,男,58,3655,single age
109年 1月,109,2020,1.0,宜蘭縣,女,58,3570,single age
109年 1月,109,2020,1.0,新竹縣,性別總計,58,7434,single age
109年 1月,109,2020,1.0,新竹縣,男,58,3869,single age
109年 1月,109,2020,1.0,新竹縣,女,58,3565,single age
109年 1月,109,2020,1.0,苗栗縣,性別總計,58,8477,single age
109年 1月,109,2020,1.0,苗栗縣,男,58,4369,single age
109年 1月,109,2020,1.0,苗栗縣,女,58,4108,single age
