year,source_file,raw_column,inferred_age_group,sex,employed_share_percent,age_harmonization_status,label_confidence
2015,ntpc_employed_age_structure.csv,percent12,45-49,male,12.58,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2015,ntpc_employed_age_structure.csv,percent13,45-49,female,12.73,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2015,ntpc_employed_age_structure.csv,percent14,50-54,male,11.93,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2015,ntpc_employed_age_structure.csv,percent15,50-54,female,10.89,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2015,ntpc_employed_age_structure.csv,percent16,55-59,male,9.51,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2015,ntpc_employed_age_structure.csv,percent17,55-59,female,7.11,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2015,ntpc_employed_age_structure.csv,percent18,60-64,male,5.31,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2015,ntpc_employed_age_structure.csv,percent19,60-64,female,2.52,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2015,ntpc_employed_age_structure.csv,percent20,65+,male,1.4,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2015,ntpc_employed_age_structure.csv,percent21,65+,female,0.57,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent2,15-24,male,6.82,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent3,15-24,female,7.75,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent4,25-29,male,11.12,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent5,25-29,female,13.45,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent6,30-34,male,13.55,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent7,30-34,female,14.82,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent8,35-39,male,14.21,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent9,35-39,female,15.05,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent10,40-44,male,13.18,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent11,40-44,female,13.8,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent12,45-49,male,12.62,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent13,45-49,female,13.34,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent14,50-54,male,11.96,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent15,50-54,female,11.06,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent16,55-59,male,9.44,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent17,55-59,female,7.18,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent18,60-64,male,5.61,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent19,60-64,female,2.85,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent20,65+,male,1.59,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2016,ntpc_employed_age_structure.csv,percent21,65+,female,0.68,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent2,15-24,male,7.0,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent3,15-24,female,7.98,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent4,25-29,male,11.3,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent5,25-29,female,13.26,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent6,30-34,male,12.79,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent7,30-34,female,14.04,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent8,35-39,male,14.66,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent9,35-39,female,15.17,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent10,40-44,male,13.26,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent11,40-44,female,14.04,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent12,45-49,male,12.61,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent13,45-49,female,13.26,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent14,50-54,male,11.67,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent15,50-54,female,11.35,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent16,55-59,male,9.43,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent17,55-59,female,6.74,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent18,60-64,male,5.42,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent19,60-64,female,3.37,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent20,65+,male,1.87,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2017,ntpc_employed_age_structure.csv,percent21,65+,female,0.79,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent2,15-24,male,7.51,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent3,15-24,female,8.14,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent4,25-29,male,11.13,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent5,25-29,female,13.38,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent6,30-34,male,12.24,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent7,30-34,female,13.27,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent8,35-39,male,14.66,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent9,35-39,female,15.16,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent10,40-44,male,13.17,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent11,40-44,female,13.82,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent12,45-49,male,12.71,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent13,45-49,female,13.38,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent14,50-54,male,11.78,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent15,50-54,female,11.37,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent16,55-59,male,9.46,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent17,55-59,female,7.25,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent18,60-64,male,5.29,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent19,60-64,female,3.68,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent20,65+,male,1.95,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2018,ntpc_employed_age_structure.csv,percent21,65+,female,0.78,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent2,15-24,male,7.62,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent3,15-24,female,8.09,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent4,25-29,male,11.02,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent5,25-29,female,12.75,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent6,30-34,male,11.94,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent7,30-34,female,13.41,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent8,35-39,male,14.51,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent9,35-39,female,15.3,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent10,40-44,male,13.13,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent11,40-44,female,14.3,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent12,45-49,male,12.49,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent13,45-49,female,13.08,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent14,50-54,male,11.75,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent15,50-54,female,10.98,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent16,55-59,male,9.46,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent17,55-59,female,7.43,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent18,60-64,male,5.69,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent19,60-64,female,3.77,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent20,65+,male,2.3,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2019,ntpc_employed_age_structure.csv,percent21,65+,female,0.89,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent2,15-24,male,7.4,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent3,15-24,female,8.04,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent4,25-29,male,11.15,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent5,25-29,female,12.44,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent6,30-34,male,11.79,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent7,30-34,female,12.89,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent8,35-39,male,13.8,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent9,35-39,female,14.65,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent10,40-44,male,14.17,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent11,40-44,female,15.09,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent12,45-49,male,12.43,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent13,45-49,female,13.11,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent14,50-54,male,11.52,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent15,50-54,female,11.23,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent16,55-59,male,9.32,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent17,55-59,female,7.82,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent18,60-64,male,5.85,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent19,60-64,female,3.63,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent20,65+,male,2.47,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2020,ntpc_employed_age_structure.csv,percent21,65+,female,0.99,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent2,15-24,male,6.6,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent3,15-24,female,7.72,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent4,25-29,male,11.09,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent5,25-29,female,12.86,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent6,30-34,male,11.92,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent7,30-34,female,12.75,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent8,35-39,male,13.57,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent9,35-39,female,13.87,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent10,40-44,male,14.57,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent11,40-44,female,15.55,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent12,45-49,male,12.65,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent13,45-49,female,13.53,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent14,50-54,male,11.46,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent15,50-54,female,11.19,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent16,55-59,male,9.62,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent17,55-59,female,7.72,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent18,60-64,male,5.87,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent19,60-64,female,3.69,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent20,65+,male,2.66,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2021,ntpc_employed_age_structure.csv,percent21,65+,female,1.23,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent2,15-24,male,5.7195571956,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent3,15-24,female,7.1347678369,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent4,25-29,male,11.0701107011,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent5,25-29,female,12.6840317101,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent6,30-34,male,11.9003690037,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent7,30-34,female,12.3442808607,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent8,35-39,male,12.6383763838,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent9,35-39,female,13.8165345413,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent10,40-44,male,14.5756457565,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent11,40-44,female,15.5152887882,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent12,45-49,male,13.2841328413,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent13,45-49,female,13.8165345413,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent14,50-54,male,11.7158671587,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent15,50-54,female,11.3250283126,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent16,55-59,male,9.8708487085,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent17,55-59,female,8.0407701019,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent18,60-64,male,6.3653136531,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent19,60-64,female,3.8505096263,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent20,65+,male,2.7675276753,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2022,ntpc_employed_age_structure.csv,percent21,65+,female,1.3590033975,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent2,15-24,male,5.6517775752,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent3,15-24,female,6.408839779,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent4,25-29,male,10.7566089335,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent5,25-29,female,11.9337016575,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent6,30-34,male,11.9416590702,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent7,30-34,female,12.7071823204,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent8,35-39,male,12.032816773,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent9,35-39,female,13.4806629834,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent10,40-44,male,14.9498632634,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent11,40-44,female,15.6906077348,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent12,45-49,male,13.4913400182,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent13,45-49,female,14.2541436464,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent14,50-54,male,11.9416590702,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent15,50-54,female,11.270718232,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent16,55-59,male,9.4804010939,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent17,55-59,female,8.2872928177,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent18,60-64,male,6.7456700091,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent19,60-64,female,4.1988950276,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent20,65+,male,2.9170464904,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2023,ntpc_employed_age_structure.csv,percent21,65+,female,1.7679558011,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent2,15-24,male,5.7761732852,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent3,15-24,female,6.4655172414,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent4,25-29,male,10.1083032491,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent5,25-29,female,11.5301724138,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent6,30-34,male,11.9133574007,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent7,30-34,female,12.6077586207,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent8,35-39,male,12.1841155235,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent9,35-39,female,13.2543103448,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent10,40-44,male,14.6209386282,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent11,40-44,female,15.3017241379,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent12,45-49,male,13.8086642599,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent13,45-49,female,14.224137931,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent14,50-54,male,11.8231046931,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent15,50-54,female,11.3146551724,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent16,55-59,male,9.5667870036,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent17,55-59,female,8.8362068966,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent18,60-64,male,6.678700361,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent19,60-64,female,4.525862069,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent20,65+,male,3.5198555957,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
2024,ntpc_employed_age_structure.csv,percent21,65+,female,1.8318965517,Proxy for 18-35,"unresolved; provisional pattern inference, official metadata absent from raw CSV"
