snapshot_month,district,youth_population_18_35,job_postings,job_openings,jobs_per_1000_youth,avg_salary,median_salary,company_count,top_job_category,top_occupation,top_industry,opportunity_score,salary_score,job_diversity_score,employment_stability_score,youth_employment_opportunity_index,index_reliability_score,index_reliability_level,population_source_file,jobs_source_file,snapshot_as_of,population_reference_month,population_downloaded_at,jobs_reference_date,jobs_snapshot_as_of,jobs_downloaded_at,previous_available_period,period_gap_months,population_data_freshness_status,population_lag_months,jobs_data_freshness_status,jobs_lag_months,source_date,snapshot_created_at,processed_at,pipeline_version
2026-08,汐止區,45112,345,925.0,20.50452207838269,36910.9593495935,35000.0,170,技術／維修／操作,業務助理,,71.42857142857143,82.14285714285714,85.92212590628486,93.15476190476193,80.26478232411412,97.7304347826087,High,ris_village_single_age_ntpc_11507_page1.json,dgpa_public_sector_jobs.xml;taiwanjobs_221_汐止區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
2026-08,瑞芳區,7118,82,226.0,31.750491711154822,35748.08208955224,34314.0,46,品管／製造／環衛,環境清潔工,,89.28571428571429,35.714285714285715,87.67377872922411,96.25,76.61511288870197,84.14655775243422,High,ris_village_single_age_ntpc_11507_page1.json,dgpa_public_sector_jobs.xml;taiwanjobs_224_瑞芳區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
2026-08,土城區,52671,283,896.0,17.011258567333066,35579.7023255814,34492.5,111,技術／維修／操作,家庭照顧服務員,,64.28571428571429,39.285714285714285,81.35108441103755,96.7509025270758,66.31856654698316,98.10247349823322,High,ris_village_single_age_ntpc_11507_page1.json,dgpa_public_sector_jobs.xml;taiwanjobs_236_土城區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
2026-08,蘆洲區,44696,55,204.0,4.564166815822445,35368.61111111111,34000.0,34,醫療／美容／保健,家庭照顧服務員,,0.0,21.428571428571427,91.2661856950358,86.95652173913044,36.65385825701959,76.32337738338892,Medium,ris_village_single_age_ntpc_11507_page1.json,dgpa_public_sector_jobs.xml;taiwanjobs_247_蘆洲區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
2026-08,五股區,22623,88,304.0,13.437651947133448,35734.7987012987,35000.0,72,技術／維修／操作,業務助理,,46.42857142857143,82.14285714285714,84.54912039020189,97.61904761904762,70.65982407804037,86.13511819717142,High,ris_village_single_age_ntpc_11507_page1.json,dgpa_public_sector_jobs.xml;taiwanjobs_248_五股區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
2026-08,泰山區,17203,67,292.0,16.973783642387954,38374.114583333336,35875.0,41,技術／維修／操作,加油服務生,,60.71428571428571,100.0,87.92679379073095,93.65079365079364,80.91869209147953,80.8576735221421,High,ris_village_single_age_ntpc_11507_page1.json,dgpa_public_sector_jobs.xml;taiwanjobs_243_泰山區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
2026-08,林口區,27415,175,630.0,22.98012037205909,38023.07835820896,35750.0,104,技術／維修／操作,家庭幫傭,,75.0,96.42857142857144,86.31947669867569,95.2941176470588,85.66515584393682,94.6621489386256,High,ris_village_single_age_ntpc_11507_page1.json,dgpa_public_sector_jobs.xml;taiwanjobs_242_新莊區.xml;taiwanjobs_244_林口區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
2026-08,深坑區,5297,21,56.0,10.57202189918822,34923.13636363636,35000.0,13,旅遊／餐飲／休閒,清潔人員(深坑區),,28.57142857142857,82.14285714285714,88.06016273117959,90.47619047619048,63.1477468319502,61.86258865030877,Medium,ris_village_single_age_ntpc_11507_page1.json,taiwanjobs_222_深坑區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
2026-08,石碇區,1341,5,15.0,11.185682326621924,32075.0,32425.0,4,旅遊／餐飲／休閒,約僱職務代理人,,35.714285714285715,0.0,96.09640474436812,100.0,48.50499523458792,43.01417248650002,Low,ris_village_single_age_ntpc_11507_page1.json,dgpa_public_sector_jobs.xml;taiwanjobs_223_石碇區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
2026-08,坪林區,1077,6,11.0,10.21355617455896,35816.333333333336,34500.0,4,其他人員,臨時人員,,17.857142857142858,46.42857142857143,89.6240625180289,100.0,51.67481250360578,40.78664611461932,Low,ris_village_single_age_ntpc_11507_page1.json,dgpa_public_sector_jobs.xml;taiwanjobs_232_坪林區.xml,2026-08-31T02:57:28,2026-07,,2026-08-29,2026-08-30T00:45:24,2026-08-30T00:45:24,,,Fresh,1,Fresh,0,"{""job_deadline_month_max"": ""2036-12"", ""job_deadline_month_min"": ""2026-08"", ""job_updated_month_max"": ""2026-08"", ""job_updated_month_min"": ""2019-08"", ""jobs_downloaded_at"": ""2026-08-30T00:45:24"", ""jobs_reference_date"": ""2026-08-29"", ""jobs_snapshot_as_of"": ""2026-08-30T00:45:24"", ""note"": ""processed_at is excluded from source_date inference."", ""population_downloaded_at"": null, ""population_reference_month"": ""2026-07"", ""population_source_month"": ""2026-07"", ""taiwanjobs_downloaded_at_max"": ""2026-08-30T00:45:24"", ""taiwanjobs_downloaded_at_min"": ""2026-08-30T00:45:15""}",2026-08-31T02:57:28,2026-08-31T02:57:11,trend_snapshot_v1
