candidate_name,poi_type,name,lat,lon,source
三峽北大特區,food,CoCo都可,24.9438223,121.3742658,https://overpass-api.de/api/interpreter
三峽北大特區,food,珍煮丹,24.9439185,121.3741946,https://overpass-api.de/api/interpreter
三峽北大特區,food,阿勃勒泰式料理,24.9438566,121.3747058,https://overpass-api.de/api/interpreter
三峽北大特區,food,HWC黑沃咖啡 三峽大學店,24.9440169,121.3745823,https://overpass-api.de/api/interpreter
三峽北大特區,food,８鍋小火鍋,24.9431372,121.3742632,https://overpass-api.de/api/interpreter
三峽北大特區,food,善芯園,24.9424298,121.3734697,https://overpass-api.de/api/interpreter
三峽北大特區,food,在心蛋餅舖,24.9424978,121.3737251,https://overpass-api.de/api/interpreter
三峽北大特區,food,魯都香,24.9423709,121.3735121,https://overpass-api.de/api/interpreter
三峽北大特區,food,泰味先,24.9422117,121.3736946,https://overpass-api.de/api/interpreter
三峽北大特區,food,YCHY拾味,24.9423504,121.3736212,https://overpass-api.de/api/interpreter
三峽北大特區,food,特點評價牛排,24.9423944,121.3736988,https://overpass-api.de/api/interpreter
三峽北大特區,food,台灣Ｇ湯,24.9424912,121.3748265,https://overpass-api.de/api/interpreter
三峽北大特區,food,４Ｕ４Ｕ,24.9427938,121.3741805,https://overpass-api.de/api/interpreter
三峽北大特區,food,Halla cafe,24.9419158,121.3741988,https://overpass-api.de/api/interpreter
三峽北大特區,food,士林烤肉飯,24.9418406,121.3734792,https://overpass-api.de/api/interpreter
三峽北大特區,food,找光頭早餐,24.9418442,121.3731598,https://overpass-api.de/api/interpreter
三峽北大特區,food,清心福全,24.9426549,121.3734921,https://overpass-api.de/api/interpreter
三峽北大特區,culture,慕野畫室,24.9425428,121.3732902,https://overpass-api.de/api/interpreter
三峽北大特區,food,白甘蔗牛肉麵,24.9418959,121.3725053,https://overpass-api.de/api/interpreter
三峽北大特區,food,老師傅牛肉麵,24.9420908,121.3725381,https://overpass-api.de/api/interpreter
三峽北大特區,food,皇排正港味,24.9419828,121.3723458,https://overpass-api.de/api/interpreter
三峽北大特區,food,ELSA CAFE,24.941784,121.3720014,https://overpass-api.de/api/interpreter
三峽北大特區,food,蒸好吃,24.9445138,121.3753934,https://overpass-api.de/api/interpreter
三峽北大特區,food,東街日本料理,24.9384933,121.3736441,https://overpass-api.de/api/interpreter
三峽北大特區,shopping,全聯福利中心,24.9385096,121.3736872,https://overpass-api.de/api/interpreter
三峽北大特區,shopping,萊爾富,24.9399404,121.377435,https://overpass-api.de/api/interpreter
三峽北大特區,food,池上木盒便當,24.9379428,121.3723674,https://overpass-api.de/api/interpreter
三峽北大特區,food,星巴克,24.9442941,121.3746017,https://overpass-api.de/api/interpreter
三峽北大特區,shopping,7-Eleven,24.9412036,121.3762434,https://overpass-api.de/api/interpreter
三峽北大特區,food,鬍鬚張,24.9419499,121.3749995,https://overpass-api.de/api/interpreter
三峽北大特區,food,京簡康,24.9419,121.3749503,https://overpass-api.de/api/interpreter
三峽北大特區,food,能量小姐,24.9418183,121.3748391,https://overpass-api.de/api/interpreter
三峽北大特區,shopping,蝦皮店到店,24.9417576,121.3747741,https://overpass-api.de/api/interpreter
三峽北大特區,shopping,全家便利商店,24.9420052,121.3692927,https://overpass-api.de/api/interpreter
三峽北大特區,shopping,蝦皮店到店,24.9422752,121.3731407,https://overpass-api.de/api/interpreter
三峽北大特區,shopping,全家便利商店,24.9377889,121.3747795,https://overpass-api.de/api/interpreter
三峽北大特區,food,梁社漢排骨,24.9442673,121.3746392,https://overpass-api.de/api/interpreter
三峽北大特區,food,雞肉本家,24.9439843,121.3746188,https://overpass-api.de/api/interpreter
三峽北大特區,food,Cama,24.9459367,121.3731038,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.948356,121.3805488,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.9480003,121.380629,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.9474296,121.378448,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.9477579,121.3782861,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.9468775,121.3760398,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,遠雄海洋公園,24.9473285,121.3762251,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.9458118,121.3737714,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.9463059,121.3746034,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.9455648,121.3739393,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.9459768,121.3747574,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,學勤路沿線綠地,24.9466018,121.3762021,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,大學路沿線綠地,24.943764,121.374452,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,大學路沿線綠地,24.9429971,121.375011,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,龍學公園,24.9436716,121.3773601,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,龍恩公園,24.9414791,121.3702844,https://overpass-api.de/api/interpreter
三峽北大特區,culture,圖書館,24.9436082,121.370254,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9487777,121.3758222,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9486135,121.3759833,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9488347,121.3759605,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9490012,121.3757973,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,兒二森林公園,24.9484841,121.379813,https://overpass-api.de/api/interpreter
三峽北大特區,shopping,全聯福利中心,24.9480504,121.3777404,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,羽球場,24.9479234,121.3756159,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,,24.9487635,121.3742839,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,人文學院前籃球場,24.9460416,121.3695324,https://overpass-api.de/api/interpreter
三峽北大特區,recreation,人文學院前排球場,24.9462871,121.3699854,https://overpass-api.de/api/interpreter
