workplace_id,workplace_name,workplace_district,workplace_lat,workplace_lon,workplace_station_operator,workplace_station_uid,candidate_name,district,lat,lon,departure_time,commute_minutes,transfer_count,route_summary,query_status,error_message,route_start_time,route_end_time,travel_time_seconds,maas_response_file
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,汐止車站,汐止區,25.0679,121.66113,2026-08-24T08:00:00,47.2,1,Bus 藍22 (汐止公園->捷運南港展覽館站(南港路)) | MRT 文湖線 (南港展覽館->港墘),success,,2026-08-24T07:58:42,2026-08-24T08:45:56,2834,data/interim/transport/tdx_maas_responses/xizhi_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,頂溪站,永和區,25.01308,121.515398,2026-08-24T08:00:00,51.7,1,Bus 內科通勤專車2 (捷運頂溪站->基湖站) | MRT 文湖線 (西湖->港墘),success,,2026-08-24T07:46:03,2026-08-24T08:37:45,3102,data/interim/transport/tdx_maas_responses/dingxi_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,景安站,中和區,24.99392,121.505114,2026-08-24T08:00:00,63.8,1,MRT 中和新蘆線 (景安->中山國小) | Bus 內湖幹線 (台泥大樓(馬偕醫院)->捷運港墘站(內湖高工)),success,,2026-08-24T08:01:11,2026-08-24T09:04:56,3825,data/interim/transport/tdx_maas_responses/jingan_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,大坪林站,新店區,24.98272,121.54134,2026-08-24T08:00:00,50.8,1,MRT 松山新店線 (大坪林->南京復興) | MRT 文湖線 (南京復興->港墘),success,,2026-08-24T07:56:57,2026-08-24T08:47:45,3048,data/interim/transport/tdx_maas_responses/dapinglin_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,板橋站,板橋區,25.014098,121.462671,2026-08-24T08:00:00,43.2,1,MRT 板南線 (板橋->忠孝復興) | MRT 文湖線 (忠孝復興->港墘),success,,2026-08-24T08:00:35,2026-08-24T08:43:45,2590,data/interim/transport/tdx_maas_responses/banqiao_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,三重站,三重區,25.05571,121.48422,2026-08-24T08:00:00,51.7,1,MRT 中和新蘆線 (三重->民權西路) | Bus 內湖幹線 (大同公司(晴光市場)->捷運港墘站(內湖高工)),success,,2026-08-24T07:58:46,2026-08-24T08:50:26,3100,data/interim/transport/tdx_maas_responses/sanchong_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,新莊站,新莊區,25.03608,121.45218,2026-08-24T08:00:00,61.3,1,MRT 中和新蘆線 (新莊->民權西路) | Bus 內湖幹線 (大同公司(晴光市場)->捷運港墘站(內湖高工)),success,,2026-08-24T07:56:40,2026-08-24T08:57:56,3676,data/interim/transport/tdx_maas_responses/xinzhuang_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,蘆洲站,蘆洲區,25.09152,121.46471,2026-08-24T08:00:00,53.8,1,MRT 中和新蘆線 (蘆洲->民權西路) | Bus 內湖幹線 (大同公司(晴光市場)->捷運港墘站(內湖高工)),success,,2026-08-24T07:56:39,2026-08-24T08:50:26,3227,data/interim/transport/tdx_maas_responses/luzhou_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,土城站,土城區,24.97313,121.44432,2026-08-24T08:00:00,53.6,1,MRT 板南線 (土城->忠孝復興) | MRT 文湖線 (忠孝復興->港墘),success,,2026-08-24T08:00:10,2026-08-24T08:53:45,3215,data/interim/transport/tdx_maas_responses/tucheng_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,泰山站,泰山區,25.05321,121.43943,2026-08-24T08:00:00,68.6,1,Bus 786 (捷運泰山站->泰山國中) | Bus 946副 (高公局->瑞光港墘路口),success,,2026-08-24T08:00:39,2026-08-24T09:09:17,4118,data/interim/transport/tdx_maas_responses/taishan_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,林口站,林口區,25.0658,121.36134,2026-08-24T08:00:00,74.5,1,Bus 967副 (林口轉運站->松山機場) | MRT 文湖線 (松山機場->港墘),success,,2026-08-24T07:49:12,2026-08-24T09:03:45,4473,data/interim/transport/tdx_maas_responses/linkou_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,淡水站,淡水區,25.167745,121.445805,2026-08-24T08:00:00,67.8,1,MRT 淡水信義線 (淡水->圓山) | Bus 內科快線1 (捷運圓山站->瑞光港墘路口),success,,2026-08-24T07:58:58,2026-08-24T09:06:49,4071,data/interim/transport/tdx_maas_responses/tamsui_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,三峽北大特區,三峽區,24.94489,121.37368,2026-08-24T08:00:00,91.1,1,Bus 939 (臺北大學正門->敦化和平路口) | MRT 文湖線 (六張犁->港墘),success,,2026-08-24T08:02:40,2026-08-24T09:33:45,5465,data/interim/transport/tdx_maas_responses/sanxia_ntpu_main_gate_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,樹林車站,樹林區,24.99123,121.42442,2026-08-24T08:00:00,64.7,1,TRA 鶯歌-蘇澳新 (樹林->松山) | Bus 藍7 (玉成里->捷運港墘站(內湖高工)),success,,2026-08-24T08:07:59,2026-08-24T09:12:40,3881,data/interim/transport/tdx_maas_responses/shulin_station_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,五股區公所,五股區,25.082744,121.4383484,2026-08-24T08:00:00,66.8,2,Bus 963 (五股區公所(五股公有市場)->捷運新埔站) | MRT 板南線 (新埔->忠孝復興) | MRT 文湖線 (忠孝復興->港墘),success,,2026-08-24T07:59:00,2026-08-24T09:05:45,4005,data/interim/transport/tdx_maas_responses/wugu_district_office_to_gangqian.json
gangqian_neihu,港墘站,內湖,25.08007,121.57516,TRTC,TRTC-BR17,鶯歌車站,鶯歌區,24.95455,121.35517,2026-08-24T08:00:00,71.7,1,TRA 新竹-基隆 (鶯歌->松山) | Bus 藍7 (玉成里->捷運港墘站(內湖高工)),success,,2026-08-24T08:01:00,2026-08-24T09:12:40,4300,data/interim/transport/tdx_maas_responses/yingge_station_to_gangqian.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,汐止車站,汐止區,25.0679,121.66113,2026-08-24T08:00:00,32.1,1,TRA 七堵-屏東 (汐止->松山) | Bus 299 (永吉松山路口->松山高中(松隆)),success,,2026-08-24T08:03:47,2026-08-24T08:35:51,1924,data/interim/transport/tdx_maas_responses/xizhi_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,頂溪站,永和區,25.01308,121.515398,2026-08-24T08:00:00,27.9,1,MRT 中和新蘆線 (頂溪->忠孝新生) | MRT 板南線 (忠孝新生->市政府),success,,2026-08-24T07:58:56,2026-08-24T08:26:51,1675,data/interim/transport/tdx_maas_responses/dingxi_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,景安站,中和區,24.99392,121.505114,2026-08-24T08:00:00,29.7,1,MRT 中和新蘆線 (景安->忠孝新生) | MRT 板南線 (忠孝新生->市政府),success,,2026-08-24T08:01:11,2026-08-24T08:30:51,1780,data/interim/transport/tdx_maas_responses/jingan_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,大坪林站,新店區,24.98272,121.54134,2026-08-24T08:00:00,37.9,1,MRT 松山新店線 (大坪林->西門) | MRT 板南線 (西門->市政府),success,,2026-08-24T07:56:57,2026-08-24T08:34:51,2274,data/interim/transport/tdx_maas_responses/dapinglin_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,板橋站,板橋區,25.014098,121.462671,2026-08-24T08:00:00,26.3,0,MRT 板南線 (板橋->市政府),success,,2026-08-24T07:58:06,2026-08-24T08:24:22,1576,data/interim/transport/tdx_maas_responses/banqiao_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,三重站,三重區,25.05571,121.48422,2026-08-24T08:00:00,32.1,1,MRT 中和新蘆線 (三重->忠孝新生) | MRT 板南線 (忠孝新生->市政府),success,,2026-08-24T07:58:46,2026-08-24T08:30:51,1925,data/interim/transport/tdx_maas_responses/sanchong_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,新莊站,新莊區,25.03608,121.45218,2026-08-24T08:00:00,42.2,1,MRT 中和新蘆線 (新莊->忠孝新生) | MRT 板南線 (忠孝新生->市政府),success,,2026-08-24T07:56:40,2026-08-24T08:38:51,2531,data/interim/transport/tdx_maas_responses/xinzhuang_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,蘆洲站,蘆洲區,25.09152,121.46471,2026-08-24T08:00:00,38.2,1,MRT 中和新蘆線 (蘆洲->忠孝新生) | MRT 板南線 (忠孝新生->市政府),success,,2026-08-24T07:56:39,2026-08-24T08:34:51,2292,data/interim/transport/tdx_maas_responses/luzhou_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,土城站,土城區,24.97313,121.44432,2026-08-24T08:00:00,34.7,0,MRT 板南線 (土城->市政府),success,,2026-08-24T08:00:10,2026-08-24T08:34:51,2081,data/interim/transport/tdx_maas_responses/tucheng_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,泰山站,泰山區,25.05321,121.43943,2026-08-24T08:00:00,39.6,1,MRT 桃園機場捷運線 (泰山站->台北車站) | MRT 板南線 (台北車站->市政府),success,,2026-08-24T07:59:16,2026-08-24T08:38:51,2375,data/interim/transport/tdx_maas_responses/taishan_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,林口站,林口區,25.0658,121.36134,2026-08-24T08:00:00,52.2,1,MRT 桃園機場捷運線 (林口站->台北車站) | MRT 板南線 (台北車站->市政府),success,,2026-08-24T08:01:41,2026-08-24T08:53:51,3130,data/interim/transport/tdx_maas_responses/linkou_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,淡水站,淡水區,25.167745,121.445805,2026-08-24T08:00:00,57.9,1,MRT 淡水信義線 (淡水->台北車站) | MRT 板南線 (台北車站->市政府),success,,2026-08-24T07:58:58,2026-08-24T08:56:51,3473,data/interim/transport/tdx_maas_responses/tamsui_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,三峽北大特區,三峽區,24.94489,121.37368,2026-08-24T08:00:00,62.9,1,Bus 916 (臺北大學正門->捷運永寧站) | MRT 板南線 (永寧->市政府),success,,2026-08-24T07:59:00,2026-08-24T09:01:51,3771,data/interim/transport/tdx_maas_responses/sanxia_ntpu_main_gate_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,樹林車站,樹林區,24.99123,121.42442,2026-08-24T08:00:00,38.4,1,TRA 樹林-基隆 (樹林->萬華) | MRT 板南線 (龍山寺->市政府),success,,2026-08-24T08:01:59,2026-08-24T08:40:22,2303,data/interim/transport/tdx_maas_responses/shulin_station_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,五股區公所,五股區,25.082744,121.4383484,2026-08-24T08:00:00,47.4,1,Bus 963 (五股區公所(五股公有市場)->捷運新埔站) | MRT 板南線 (新埔->市政府),success,,2026-08-24T07:59:00,2026-08-24T08:46:22,2842,data/interim/transport/tdx_maas_responses/wugu_district_office_to_taipei_city_hall.json
taipei_city_hall_xinyi,市政府站,信義,25.041135,121.565685,TRTC,TRTC-BL18,鶯歌車站,鶯歌區,24.95455,121.35517,2026-08-24T08:00:00,49.4,1,TRA 新竹-基隆 (鶯歌->萬華) | MRT 板南線 (龍山寺->市政府),success,,2026-08-24T08:01:00,2026-08-24T08:50:22,2962,data/interim/transport/tdx_maas_responses/yingge_station_to_taipei_city_hall.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,汐止車站,汐止區,25.0679,121.66113,2026-08-24T08:00:00,22.0,0,TRA 基隆-屏東 (汐止->臺北),success,,2026-08-24T08:37:47,2026-08-24T08:59:45,1318,data/interim/transport/tdx_maas_responses/xizhi_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,頂溪站,永和區,25.01308,121.515398,2026-08-24T08:00:00,19.9,0,Bus 262 (捷運頂溪站->臺北車站(忠孝)),success,,2026-08-24T07:51:03,2026-08-24T08:10:59,1196,data/interim/transport/tdx_maas_responses/dingxi_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,景安站,中和區,24.99392,121.505114,2026-08-24T08:00:00,28.9,0,Bus 202區 (捷運景安站(景平路)->臺北車站(忠孝)),success,,2026-08-24T09:41:52,2026-08-24T10:10:43,1731,data/interim/transport/tdx_maas_responses/jingan_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,大坪林站,新店區,24.98272,121.54134,2026-08-24T08:00:00,25.4,1,MRT 松山新店線 (大坪林->中正紀念堂) | MRT 淡水信義線 (中正紀念堂->台北車站),success,,2026-08-24T07:56:57,2026-08-24T08:22:18,1521,data/interim/transport/tdx_maas_responses/dapinglin_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,板橋站,板橋區,25.014098,121.462671,2026-08-24T08:00:00,12.6,0,HSR 台中-南港 (板橋->台北),success,,2026-08-24T08:08:05,2026-08-24T08:20:39,754,data/interim/transport/tdx_maas_responses/banqiao_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,三重站,三重區,25.05571,121.48422,2026-08-24T08:00:00,15.0,0,MRT 桃園機場捷運線 (三重站->台北車站),success,,2026-08-24T07:49:58,2026-08-24T08:04:59,901,data/interim/transport/tdx_maas_responses/sanchong_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,新莊站,新莊區,25.03608,121.45218,2026-08-24T08:00:00,31.7,1,MRT 中和新蘆線 (新莊->民權西路) | MRT 淡水信義線 (民權西路->台北車站),success,,2026-08-24T07:56:40,2026-08-24T08:28:24,1904,data/interim/transport/tdx_maas_responses/xinzhuang_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,蘆洲站,蘆洲區,25.09152,121.46471,2026-08-24T08:00:00,27.8,1,MRT 中和新蘆線 (蘆洲->民權西路) | MRT 淡水信義線 (民權西路->台北車站),success,,2026-08-24T07:56:39,2026-08-24T08:24:24,1665,data/interim/transport/tdx_maas_responses/luzhou_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,土城站,土城區,24.97313,121.44432,2026-08-24T08:00:00,23.5,0,MRT 板南線 (土城->台北車站),success,,2026-08-24T08:00:10,2026-08-24T08:23:40,1410,data/interim/transport/tdx_maas_responses/tucheng_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,泰山站,泰山區,25.05321,121.43943,2026-08-24T08:00:00,20.7,0,MRT 桃園機場捷運線 (泰山站->台北車站),success,,2026-08-24T07:59:16,2026-08-24T08:19:59,1243,data/interim/transport/tdx_maas_responses/taishan_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,林口站,林口區,25.0658,121.36134,2026-08-24T08:00:00,33.3,0,MRT 桃園機場捷運線 (林口站->台北車站),success,,2026-08-24T08:01:41,2026-08-24T08:34:59,1998,data/interim/transport/tdx_maas_responses/linkou_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,淡水站,淡水區,25.167745,121.445805,2026-08-24T08:00:00,39.4,0,MRT 淡水信義線 (淡水->台北車站),success,,2026-08-24T07:58:58,2026-08-24T08:38:24,2366,data/interim/transport/tdx_maas_responses/tamsui_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,三峽北大特區,三峽區,24.94489,121.37368,2026-08-24T08:00:00,51.7,1,Bus 916 (臺北大學正門->捷運永寧站) | MRT 板南線 (永寧->台北車站),success,,2026-08-24T07:59:00,2026-08-24T08:50:40,3100,data/interim/transport/tdx_maas_responses/sanxia_ntpu_main_gate_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,樹林車站,樹林區,24.99123,121.42442,2026-08-24T08:00:00,17.8,0,TRA 員林-臺東 (樹林->臺北),success,,2026-08-24T08:21:59,2026-08-24T08:39:45,1066,data/interim/transport/tdx_maas_responses/shulin_station_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,五股區公所,五股區,25.082744,121.4383484,2026-08-24T08:00:00,36.2,1,Bus 963 (五股區公所(五股公有市場)->捷運新埔站) | MRT 板南線 (新埔->台北車站),success,,2026-08-24T07:59:00,2026-08-24T08:35:11,2171,data/interim/transport/tdx_maas_responses/wugu_district_office_to_taipei_main.json
taipei_main_zhongzheng,台北車站,中正,25.04631,121.517415,TRTC,TRTC-BL12,鶯歌車站,鶯歌區,24.95455,121.35517,2026-08-24T08:00:00,22.8,0,TRA 彰化-花蓮 (鶯歌->臺北),success,,2026-08-24T08:56:00,2026-08-24T09:18:45,1365,data/interim/transport/tdx_maas_responses/yingge_station_to_taipei_main.json
