station_uid,station_id,station_name_zh,station_name_en,line_ids,line_names_zh,location_city,location_town,lat,lon,station_address_zh,station_address_en,src_update_time,tdx_update_time,source_url
TRTC-R09,R09,台大醫院,NTU Hospital,R,,臺北市,中正區,25.04139900,121.51602000,100006臺北市中正區公園路52號B1,100006臺北市中正區公園路52號B1,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R10,R10,台北車站,Taipei Main Station,R,,臺北市,中正區,25.04631000,121.51741500,100009臺北市中正區忠孝西路1段49號,100009臺北市中正區忠孝西路1段49號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R11,R11,中山,Zhongshan,R,,臺北市,中山區,25.05262100,121.52036400,103014臺北市大同區南京西路16號,103014臺北市大同區南京西路16號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R12,R12,雙連,Shuanglian,R,,臺北市,中山區,25.05757500,121.52068500,103018臺北市大同區民生西路47號,103018臺北市大同區民生西路47號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R13,R13,民權西路,Minquan W. Rd.,R,,臺北市,中山區,25.06235000,121.51958500,103045臺北市大同區民權西路72號,103045臺北市大同區民權西路72號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R14,R14,圓山,Yuanshan,R,,臺北市,中山區,25.07140900,121.52007400,103032臺北市大同區酒泉街9之1號,103032臺北市大同區酒泉街9之1號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R15,R15,劍潭,Jiantan,R,,臺北市,士林區,25.08420100,121.52495500,111011臺北市士林區中山北路5段65號,111011臺北市士林區中山北路5段65號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R16,R16,士林,Shilin,R,,臺北市,士林區,25.09349200,121.52623000,111012臺北市士林區福德路1號,111012臺北市士林區福德路1號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R17,R17,芝山,Zhishan,R,,臺北市,士林區,25.10271800,121.52254600,111031臺北市士林區福國路70號,111031臺北市士林區福國路70號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R18,R18,明德,Mingde,R,,臺北市,北投區,25.10981500,121.51878500,112038臺北市北投區明德路95號,112038臺北市北投區明德路95號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R19,R19,石牌,Shipai,R,,臺北市,北投區,25.11445500,121.51557200,112052臺北市北投區石牌路1段200號,112052臺北市北投區石牌路1段200號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R20,R20,唭哩岸,Qilian,R,,臺北市,北投區,25.12085200,121.50623400,112025臺北市北投區東華街2段301號,112025臺北市北投區東華街2段301號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R21,R21,奇岩,Qiyan,R,,臺北市,北投區,25.12547000,121.50114000,112057臺北市北投區三合街2段489號,112057臺北市北投區三合街2段489號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R22,R22,北投,Beitou,R,,臺北市,北投區,25.13181900,121.49864800,112006臺北市北投區光明路1號,112006臺北市北投區光明路1號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R23,R23,復興崗,Fuxinggang,R,,臺北市,北投區,25.13747400,121.48545700,112054臺北市北投區中央北路3段53巷10號,112054臺北市北投區中央北路3段53巷10號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R24,R24,忠義,Zhongyi,R,,臺北市,北投區,25.13104100,121.47329300,112017臺北市北投區中央北路4段301號,112017臺北市北投區中央北路4段301號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R25,R25,關渡,Guandu,R,,臺北市,北投區,25.12563000,121.46710000,112021臺北市北投區大度路3段296巷51號,112021臺北市北投區大度路3段296巷51號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R26,R26,竹圍,Zhuwei,R,,新北市,淡水區,25.13690000,121.45955000,251033新北市淡水區民權路50號,251033新北市淡水區民權路50號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R27,R27,紅樹林,Hongshulin,R,,新北市,淡水區,25.15399000,121.45880000,251033新北市淡水區中正東路2段68號,251033新北市淡水區中正東路2段68號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R28,R28,淡水,Tamsui,R,,新北市,淡水區,25.16774500,121.44580500,251018新北市淡水區中正路1號,251018新北市淡水區中正路1號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
TRTC-R22A,R22A,新北投,Xinbeitou,R,,臺北市,北投區,25.13693100,121.50259500,112028臺北市北投區大業路700號,112028臺北市北投區大業路700號,2023-10-12T00:00:00+08:00,2023-10-17T00:00:00+08:00,https://tdx.transportdata.tw/api/basic/v2/Rail/Metro/Station/TRTC
