source_occupation_code,source_occupation_name,target_occupation_code,target_occupation_name,skill_id,skill_name,skill_type,skill_gap_status,target_importance,source_importance,raw_gap,course_code,course_name,training_provider,location,training_hours,fee_per_person,training_capacity,start_date,end_date,subsidy_information,scheduling_information,mapping_method,mapping_score,mapping_terms_matched,mapping_confidence,manual_review_needed
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.A.1.e,Mathematics,essential_skill,partially_covered,3.38,2.88,0.5,171284,AI全端開發與Python Django資料庫整合班,北訓電腦有限公司附設職業訓練中心,高雄市,36,7020,14,2026-08-24,2026-10-05,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.1.b,Administrative,knowledge,partially_covered,4.25,3.55,0.7,171422,歐盟醫療器材送件技術資料撰寫實務班,財團法人自強工業科學基金會,新竹市,24,4690,22,2026-08-30,2026-09-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,資料; 醫療,Low,yes
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.1.b,Administrative,knowledge,partially_covered,4.25,3.55,0.7,172821,高效行政文書與Excel數據報表實務班,社團法人高雄市職能發展協會,高雄市,24,4600,25,2026-09-11,2026-11-13,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,文書; 行政,Low,yes
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.3.a,Computers and Electronics,knowledge,partially_covered,3.52,2.59,0.93,171272,Python與AI應用於資料庫分析班,財團法人自強工業科學基金會,臺南市,30,5860,22,2026-09-05,2026-10-31,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,1.0,python; 資料庫; ai; 資料,High,no
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.3.a,Computers and Electronics,knowledge,partially_covered,3.52,2.59,0.93,171284,AI全端開發與Python Django資料庫整合班,北訓電腦有限公司附設職業訓練中心,高雄市,36,7020,14,2026-08-24,2026-10-05,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,1.0,python; 資料庫; ai; 資料,High,no
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.3.a,Computers and Electronics,knowledge,partially_covered,3.52,2.59,0.93,173189,MySQL資料庫與Excel資料視覺化整合實作班,社團法人中華創業育成培訓發展協會,新北市,30,5100,28,2026-09-06,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.98,sql; 資料庫; 資料,High,no
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.3.a,Computers and Electronics,knowledge,partially_covered,3.52,2.59,0.93,173454,Python大數據資料爬取實戰班,社團法人中華職能創新發展協會,新北市,42,7090,29,2026-09-06,2026-11-08,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.94,python; 大數據; 數據; 資料,High,no
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.3.a,Computers and Electronics,knowledge,partially_covered,3.52,2.59,0.93,171464,Python資料科學大數據處理應用班,社團法人新竹市職訓教育協會,新竹市,45,8750,25,2026-09-02,2026-10-12,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.94,python; 大數據; 數據; 資料,High,no
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.3.a,Computers and Electronics,knowledge,partially_covered,3.52,2.59,0.93,173847,AI人工智慧與Python程式設計應用班,社團法人台灣藝術人文與教育科技協會,臺北市,47,9160,22,2026-09-06,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.94,python; 人工智慧; ai; 程式,High,no
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.3.a,Computers and Electronics,knowledge,partially_covered,3.52,2.59,0.93,174133,AI應用Power BI智慧商業數據分析實務班,實踐大學,臺北市,36,7370,25,2026-09-05,2026-11-14,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.76,power bi; ai; 數據,High,no
29-1141.00,Registered Nurses,29-2072.00,Medical Records Specialists,2.C.3.a,Computers and Electronics,knowledge,partially_covered,3.52,2.59,0.93,171399,ASP.NET Core MVC資料庫應用程式開發實務班,國立高雄科技大學,高雄市,42,8990,35,2026-12-05,2027-01-16,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.76,資料庫; 程式; 資料,High,no
