source_occupation_code,source_occupation_name,target_occupation_code,target_occupation_name,skill_id,skill_name,skill_type,skill_gap_status,target_importance,source_importance,raw_gap,course_code,course_name,training_provider,location,training_hours,fee_per_person,training_capacity,start_date,end_date,subsidy_information,scheduling_information,mapping_method,mapping_score,mapping_terms_matched,mapping_confidence,manual_review_needed
29-1141.00,Registered Nurses,15-2051.00,Data Scientists,2.B.3.e,Programming,transferable_skill,missing,3.75,1.62,2.13,173716,Python程式設計與AI工具應用班,財團法人中國生產力中心附設中區服務處,臺中市,42,8190,20,2026-11-01,2026-12-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.C.3.a,Computers and Electronics,knowledge,missing,3.95,2.59,1.36,171272,Python與AI應用於資料庫分析班,財團法人自強工業科學基金會,臺南市,30,5860,22,2026-09-05,2026-10-31,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,1.0,python; 資料庫; ai; 資料,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.C.3.a,Computers and Electronics,knowledge,missing,3.95,2.59,1.36,171284,AI全端開發與Python Django資料庫整合班,北訓電腦有限公司附設職業訓練中心,高雄市,36,7020,14,2026-08-24,2026-10-05,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,1.0,python; 資料庫; ai; 資料,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.C.3.a,Computers and Electronics,knowledge,missing,3.95,2.59,1.36,173189,MySQL資料庫與Excel資料視覺化整合實作班,社團法人中華創業育成培訓發展協會,新北市,30,5100,28,2026-09-06,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.98,sql; 資料庫; 資料,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.C.3.a,Computers and Electronics,knowledge,missing,3.95,2.59,1.36,173454,Python大數據資料爬取實戰班,社團法人中華職能創新發展協會,新北市,42,7090,29,2026-09-06,2026-11-08,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.94,python; 大數據; 數據; 資料,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.C.3.a,Computers and Electronics,knowledge,missing,3.95,2.59,1.36,171464,Python資料科學大數據處理應用班,社團法人新竹市職訓教育協會,新竹市,45,8750,25,2026-09-02,2026-10-12,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.94,python; 大數據; 數據; 資料,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.C.3.a,Computers and Electronics,knowledge,missing,3.95,2.59,1.36,173847,AI人工智慧與Python程式設計應用班,社團法人台灣藝術人文與教育科技協會,臺北市,47,9160,22,2026-09-06,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.94,python; 人工智慧; ai; 程式,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.C.3.a,Computers and Electronics,knowledge,missing,3.95,2.59,1.36,174133,AI應用Power BI智慧商業數據分析實務班,實踐大學,臺北市,36,7370,25,2026-09-05,2026-11-14,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.76,power bi; ai; 數據,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.C.3.a,Computers and Electronics,knowledge,missing,3.95,2.59,1.36,171399,ASP.NET Core MVC資料庫應用程式開發實務班,國立高雄科技大學,高雄市,42,8990,35,2026-12-05,2027-01-16,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.76,資料庫; 程式; 資料,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.3.e,Programming,transferable_skill,missing,3.25,1.62,1.63,171493,Python與PyTorch神經網路訓練實作班,中原大學,桃園市,42,8200,18,2026-09-12,2026-11-14,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.8,pytorch; python,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.3.e,Programming,transferable_skill,missing,3.25,1.62,1.63,171284,AI全端開發與Python Django資料庫整合班,北訓電腦有限公司附設職業訓練中心,高雄市,36,7020,14,2026-08-24,2026-10-05,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.76,django; python; 全端,High,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.3.e,Programming,transferable_skill,missing,3.25,1.62,1.63,173305,Python程式設計入門基礎班,財團法人中華民國勞工教育研究發展中心,臺北市,30,5850,22,2026-08-23,2026-09-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.3.e,Programming,transferable_skill,missing,3.25,1.62,1.63,173716,Python程式設計與AI工具應用班,財團法人中國生產力中心附設中區服務處,臺中市,42,8190,20,2026-11-01,2026-12-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.3.e,Programming,transferable_skill,missing,3.25,1.62,1.63,171402,Python程式設計與AI輔助開發應用進階班,國立高雄科技大學,高雄市,42,8990,35,2026-08-23,2026-10-04,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.3.e,Programming,transferable_skill,missing,3.25,1.62,1.63,171242,Python網路爬蟲與AI程式設計班,華梵學校財團法人華梵大學,臺南市,42,8210,26,2026-11-01,2026-12-13,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.3.e,Programming,transferable_skill,missing,3.25,1.62,1.63,171491,Python與無人機飛行控制軟體開發班,中原大學,桃園市,42,8200,18,2026-09-09,2026-12-09,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 軟體,Medium,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.3.e,Programming,transferable_skill,missing,3.25,1.62,1.63,172913,Python程式設計入門班,社團法人新竹市職訓教育協會,新竹市,45,8750,20,2026-08-29,2026-11-07,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.d,Management of Personnel Resources,transferable_skill,partially_covered,3.0,2.62,0.38,172971,PMP國際專案管理訓練班,中華民國全競利促進協會,臺北市,42,8210,26,2026-09-08,2026-11-03,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.54,專案管理; pm; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.d,Management of Personnel Resources,transferable_skill,partially_covered,3.0,2.62,0.38,173353,PMP國際專案管理訓練班第01期,新北市工業會,新北市,42,8200,20,2026-08-23,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.54,專案管理; pm; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.d,Management of Personnel Resources,transferable_skill,partially_covered,3.0,2.62,0.38,173478,PMP專案管理流程實務班,社團法人台灣國際專案管理師協會,臺北市,42,8350,25,2026-09-06,2026-11-01,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.54,專案管理; pm; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.d,Management of Personnel Resources,transferable_skill,partially_covered,3.0,2.62,0.38,174049,PMP國際專案管理訓練班,社團法人桃園市職能應用發展協會,桃園市,47,8930,25,2026-09-05,2026-11-07,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.54,專案管理; pm; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.d,Management of Personnel Resources,transferable_skill,partially_covered,3.0,2.62,0.38,171195,AI輔助專案管理應用班,財團法人成大研究發展基金會,臺南市,21,4430,24,2026-08-30,2026-09-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,專案管理; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.d,Management of Personnel Resources,transferable_skill,partially_covered,3.0,2.62,0.38,174291,採購專案管理實務應用班,社團法人台灣國際專案管理師協會,臺中市,24,4800,24,2026-08-29,2026-09-19,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,專案管理; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.d,Management of Personnel Resources,transferable_skill,partially_covered,3.0,2.62,0.38,172388,AI 輔助製造業專案管理實務與敏捷手法應用班,東海大學,臺中市,36,6950,24,2026-09-12,2026-11-07,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,專案管理; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.d,Management of Personnel Resources,transferable_skill,partially_covered,3.0,2.62,0.38,172615,國際專案管理與AI管理應用實務班,社團法人台灣產學研合作發展策進會,高雄市,36,7370,35,2026-08-29,2026-09-26,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,專案管理; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.A.1.e,Mathematics,essential_skill,partially_covered,3.5,2.88,0.62,174133,AI應用Power BI智慧商業數據分析實務班,實踐大學,臺北市,36,7370,25,2026-09-05,2026-11-14,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,power bi; 數據分析,Medium,no
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.A.1.e,Mathematics,essential_skill,partially_covered,3.5,2.88,0.62,171918,Excel與Power BI商務應用班,社團法人台灣產業人才培育協會,臺南市,42,8210,25,2026-08-30,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,power bi,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.A.1.e,Mathematics,essential_skill,partially_covered,3.5,2.88,0.62,173261,Excel BI與Power BI數據視覺化AI應用學士學分班,淡江大學學校財團法人淡江大學,臺北市,54,9180,32,2026-09-21,2026-11-24,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,power bi,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.A.1.e,Mathematics,essential_skill,partially_covered,3.5,2.88,0.62,171185,AI驅動數據分析與商業智慧儀表實戰班,社團法人台灣產學研合作發展策進會,高雄市,42,8690,30,2026-08-29,2026-10-03,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,商業智慧; 數據分析,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.a,Time Management,transferable_skill,partially_covered,3.38,3.12,0.26,172971,PMP國際專案管理訓練班,中華民國全競利促進協會,臺北市,42,8210,26,2026-09-08,2026-11-03,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.54,專案管理; pm; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.a,Time Management,transferable_skill,partially_covered,3.38,3.12,0.26,173353,PMP國際專案管理訓練班第01期,新北市工業會,新北市,42,8200,20,2026-08-23,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.54,專案管理; pm; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.a,Time Management,transferable_skill,partially_covered,3.38,3.12,0.26,173478,PMP專案管理流程實務班,社團法人台灣國際專案管理師協會,臺北市,42,8350,25,2026-09-06,2026-11-01,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.54,專案管理; pm; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.a,Time Management,transferable_skill,partially_covered,3.38,3.12,0.26,174049,PMP國際專案管理訓練班,社團法人桃園市職能應用發展協會,桃園市,47,8930,25,2026-09-05,2026-11-07,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.54,專案管理; pm; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.a,Time Management,transferable_skill,partially_covered,3.38,3.12,0.26,171195,AI輔助專案管理應用班,財團法人成大研究發展基金會,臺南市,21,4430,24,2026-08-30,2026-09-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,專案管理; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.a,Time Management,transferable_skill,partially_covered,3.38,3.12,0.26,174291,採購專案管理實務應用班,社團法人台灣國際專案管理師協會,臺中市,24,4800,24,2026-08-29,2026-09-19,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,專案管理; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.a,Time Management,transferable_skill,partially_covered,3.38,3.12,0.26,172388,AI 輔助製造業專案管理實務與敏捷手法應用班,東海大學,臺中市,36,6950,24,2026-09-12,2026-11-07,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,專案管理; 管理,Low,yes
29-1141.00,Registered Nurses,15-2051.02,Clinical Data Managers,2.B.5.a,Time Management,transferable_skill,partially_covered,3.38,3.12,0.26,172615,國際專案管理與AI管理應用實務班,社團法人台灣產學研合作發展策進會,高雄市,36,7370,35,2026-08-29,2026-09-26,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.36,專案管理; 管理,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.3.a,Computers and Electronics,knowledge,missing,4.77,2.59,2.18,171272,Python與AI應用於資料庫分析班,財團法人自強工業科學基金會,臺南市,30,5860,22,2026-09-05,2026-10-31,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,1.0,python; 資料庫; ai; 資料,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.3.a,Computers and Electronics,knowledge,missing,4.77,2.59,2.18,171284,AI全端開發與Python Django資料庫整合班,北訓電腦有限公司附設職業訓練中心,高雄市,36,7020,14,2026-08-24,2026-10-05,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,1.0,python; 資料庫; ai; 資料,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.3.a,Computers and Electronics,knowledge,missing,4.77,2.59,2.18,173189,MySQL資料庫與Excel資料視覺化整合實作班,社團法人中華創業育成培訓發展協會,新北市,30,5100,28,2026-09-06,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.98,sql; 資料庫; 資料,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.3.a,Computers and Electronics,knowledge,missing,4.77,2.59,2.18,173454,Python大數據資料爬取實戰班,社團法人中華職能創新發展協會,新北市,42,7090,29,2026-09-06,2026-11-08,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.94,python; 大數據; 數據; 資料,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.3.a,Computers and Electronics,knowledge,missing,4.77,2.59,2.18,171464,Python資料科學大數據處理應用班,社團法人新竹市職訓教育協會,新竹市,45,8750,25,2026-09-02,2026-10-12,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.94,python; 大數據; 數據; 資料,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.3.a,Computers and Electronics,knowledge,missing,4.77,2.59,2.18,173847,AI人工智慧與Python程式設計應用班,社團法人台灣藝術人文與教育科技協會,臺北市,47,9160,22,2026-09-06,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.94,python; 人工智慧; ai; 程式,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.3.a,Computers and Electronics,knowledge,missing,4.77,2.59,2.18,174133,AI應用Power BI智慧商業數據分析實務班,實踐大學,臺北市,36,7370,25,2026-09-05,2026-11-14,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.76,power bi; ai; 數據,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.3.a,Computers and Electronics,knowledge,missing,4.77,2.59,2.18,171399,ASP.NET Core MVC資料庫應用程式開發實務班,國立高雄科技大學,高雄市,42,8990,35,2026-12-05,2027-01-16,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.76,資料庫; 程式; 資料,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.a,Mathematics,knowledge,missing,4.5,3.43,1.07,174133,AI應用Power BI智慧商業數據分析實務班,實踐大學,臺北市,36,7370,25,2026-09-05,2026-11-14,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,power bi; 數據分析,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.a,Mathematics,knowledge,missing,4.5,3.43,1.07,173561,Python網路爬蟲與資料分析實務班,臺灣勞動力服務人員職業工會聯合會,臺北市,45,8400,25,2026-08-25,2026-12-01,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 資料分析,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.a,Mathematics,knowledge,missing,4.5,3.43,1.07,171177,Python數據分析及網路爬蟲應用實作班,國立雲林科技大學,雲林縣,47,9870,21,2026-09-19,2026-11-28,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 數據分析,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.a,Mathematics,knowledge,missing,4.5,3.43,1.07,171784,AI 機器學習與深度學習應用開發實務班,財團法人自強工業科學基金會,臺南市,24,4690,22,2026-09-06,2026-10-04,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,機器學習,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.a,Mathematics,knowledge,missing,4.5,3.43,1.07,173305,Python程式設計入門基礎班,財團法人中華民國勞工教育研究發展中心,臺北市,30,5850,22,2026-08-23,2026-09-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.a,Mathematics,knowledge,missing,4.5,3.43,1.07,171272,Python與AI應用於資料庫分析班,財團法人自強工業科學基金會,臺南市,30,5860,22,2026-09-05,2026-10-31,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.a,Mathematics,knowledge,missing,4.5,3.43,1.07,174400,Vibe Coding Python處理EXCEL自動化應用班,財團法人自強工業科學基金會,臺北市,30,5860,20,2026-09-08,2026-11-10,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.a,Mathematics,knowledge,missing,4.5,3.43,1.07,171284,AI全端開發與Python Django資料庫整合班,北訓電腦有限公司附設職業訓練中心,高雄市,36,7020,14,2026-08-24,2026-10-05,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.B.3.e,Programming,transferable_skill,missing,3.12,1.62,1.5,171493,Python與PyTorch神經網路訓練實作班,中原大學,桃園市,42,8200,18,2026-09-12,2026-11-14,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.8,pytorch; python,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.B.3.e,Programming,transferable_skill,missing,3.12,1.62,1.5,171284,AI全端開發與Python Django資料庫整合班,北訓電腦有限公司附設職業訓練中心,高雄市,36,7020,14,2026-08-24,2026-10-05,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.76,django; python; 全端,High,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.B.3.e,Programming,transferable_skill,missing,3.12,1.62,1.5,173305,Python程式設計入門基礎班,財團法人中華民國勞工教育研究發展中心,臺北市,30,5850,22,2026-08-23,2026-09-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.B.3.e,Programming,transferable_skill,missing,3.12,1.62,1.5,173716,Python程式設計與AI工具應用班,財團法人中國生產力中心附設中區服務處,臺中市,42,8190,20,2026-11-01,2026-12-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.B.3.e,Programming,transferable_skill,missing,3.12,1.62,1.5,171402,Python程式設計與AI輔助開發應用進階班,國立高雄科技大學,高雄市,42,8990,35,2026-08-23,2026-10-04,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.B.3.e,Programming,transferable_skill,missing,3.12,1.62,1.5,171242,Python網路爬蟲與AI程式設計班,華梵學校財團法人華梵大學,臺南市,42,8210,26,2026-11-01,2026-12-13,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.B.3.e,Programming,transferable_skill,missing,3.12,1.62,1.5,171491,Python與無人機飛行控制軟體開發班,中原大學,桃園市,42,8200,18,2026-09-09,2026-12-09,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 軟體,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.B.3.e,Programming,transferable_skill,missing,3.12,1.62,1.5,172913,Python程式設計入門班,社團法人新竹市職訓教育協會,新竹市,45,8750,20,2026-08-29,2026-11-07,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 程式,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.d,Biology,knowledge,partially_covered,3.8,3.02,0.78,173561,Python網路爬蟲與資料分析實務班,臺灣勞動力服務人員職業工會聯合會,臺北市,45,8400,25,2026-08-25,2026-12-01,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 資料分析,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.d,Biology,knowledge,partially_covered,3.8,3.02,0.78,171464,Python資料科學大數據處理應用班,社團法人新竹市職訓教育協會,新竹市,45,8750,25,2026-09-02,2026-10-12,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 科學,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.d,Biology,knowledge,partially_covered,3.8,3.02,0.78,171784,AI 機器學習與深度學習應用開發實務班,財團法人自強工業科學基金會,臺南市,24,4690,22,2026-09-06,2026-10-04,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,機器學習,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.d,Biology,knowledge,partially_covered,3.8,3.02,0.78,173305,Python程式設計入門基礎班,財團法人中華民國勞工教育研究發展中心,臺北市,30,5850,22,2026-08-23,2026-09-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.d,Biology,knowledge,partially_covered,3.8,3.02,0.78,171272,Python與AI應用於資料庫分析班,財團法人自強工業科學基金會,臺南市,30,5860,22,2026-09-05,2026-10-31,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.d,Biology,knowledge,partially_covered,3.8,3.02,0.78,174400,Vibe Coding Python處理EXCEL自動化應用班,財團法人自強工業科學基金會,臺北市,30,5860,20,2026-09-08,2026-11-10,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.d,Biology,knowledge,partially_covered,3.8,3.02,0.78,171284,AI全端開發與Python Django資料庫整合班,北訓電腦有限公司附設職業訓練中心,高雄市,36,7020,14,2026-08-24,2026-10-05,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.C.4.d,Biology,knowledge,partially_covered,3.8,3.02,0.78,171595,AI智慧流程n8n與Python串接大型語言應用實務班,中國文化大學,臺北市,36,7020,30,2026-09-13,2026-10-18,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.A.1.e,Mathematics,essential_skill,partially_covered,3.38,2.88,0.5,174133,AI應用Power BI智慧商業數據分析實務班,實踐大學,臺北市,36,7370,25,2026-09-05,2026-11-14,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,power bi; 數據分析,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.A.1.e,Mathematics,essential_skill,partially_covered,3.38,2.88,0.5,173561,Python網路爬蟲與資料分析實務班,臺灣勞動力服務人員職業工會聯合會,臺北市,45,8400,25,2026-08-25,2026-12-01,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 資料分析,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.A.1.e,Mathematics,essential_skill,partially_covered,3.38,2.88,0.5,171177,Python數據分析及網路爬蟲應用實作班,國立雲林科技大學,雲林縣,47,9870,21,2026-09-19,2026-11-28,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.58,python; 數據分析,Medium,no
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.A.1.e,Mathematics,essential_skill,partially_covered,3.38,2.88,0.5,171784,AI 機器學習與深度學習應用開發實務班,財團法人自強工業科學基金會,臺南市,24,4690,22,2026-09-06,2026-10-04,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,機器學習,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.A.1.e,Mathematics,essential_skill,partially_covered,3.38,2.88,0.5,173305,Python程式設計入門基礎班,財團法人中華民國勞工教育研究發展中心,臺北市,30,5850,22,2026-08-23,2026-09-20,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.A.1.e,Mathematics,essential_skill,partially_covered,3.38,2.88,0.5,171272,Python與AI應用於資料庫分析班,財團法人自強工業科學基金會,臺南市,30,5860,22,2026-09-05,2026-10-31,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
29-1141.00,Registered Nurses,15-2099.01,Bioinformatics Technicians,2.A.1.e,Mathematics,essential_skill,partially_covered,3.38,2.88,0.5,174400,Vibe Coding Python處理EXCEL自動化應用班,財團法人自強工業科學基金會,臺北市,30,5860,20,2026-09-08,2026-11-10,unknown,unknown,deterministic_course_title_to_onet_skill_keyword_v1,0.4,python,Low,yes
